filename,code,statement,type,notes
page_64.png,,"Uses body movement to respond with increasing accuracy to beat, dynamics (loud versus quiet), and tempo (speed) of music (e.g., marches with musical instruments with increasing ability to move in step with the beat; tiptoes during quiet music and stomps when it gets louder; moves slower or faster in time with music)",Indicator,EXPLORATION OF MUSIC & MOVEMENT
page_64.png,,"With adult support demonstrates the foundational components of music, including tempo (e.g. by singing faster when asked to up the tempo), dynamics (e.g. by louder and softer during a song and pitch*(e.g. by singing higher and lower notes)",Indicator,MUSIC & MOVEMENT CONCEPTS
page_64.png,,"Requests favorite types of music, discusses favorite songs, and shows appreciation for the music and dance of others",Indicator,MUSICAL EXPRESSION & APPRECIATION
page_64.png,,49-60m,,
page_64.png,,"Explores a widening variety of culturally diverse musical instruments, using them to produce increasingly complex rhythms, tones, melodies, and songs",Indicator,EXPLORATION OF MUSIC & MOVEMENT
page_64.png,,"Uses body movement to respond with increasing accuracy to beat, dynamics (loud versus quiet), and tempo (speed) of music (e.g., marches with musical instruments with increasing ability to move in step with the beat; tiptoes during quiet music and stomps when it gets louder; moves slower or faster in time with music)",Indicator,EXPLORATION OF MUSIC & MOVEMENT
page_64.png,,"With adult support demonstrates the foundational components of music, including tempo (e.g. by singing faster when asked to up the tempo), dynamics (e.g. by louder and softer during a song and pitch*(e.g. by singing higher and lower notes)",Indicator,MUSIC & MOVEMENT CONCEPTS
page_64.png,,"Expresses self through music by making up songs, changing words to familiar songs, and experimenting with rhythmic patterns",Indicator,MUSICAL EXPRESSION & APPRECIATION
page_60.png,SS,Social Studies,Domain of Development & Learning,
page_60.png,SS1.,FAMILY COMMUNITY AND CULTURE,Domain Component,
page_60.png,SS1.1,Demonstrates positive connection to family and community,Learning Goal,
page_60.png,,BIRTH-8m,Indicator,
page_60.png,,9-18m,,
page_60.png,,19-36m,,
page_60.png,,"Begins to identify as a member of a classroom or group (e.g., ""I'm a Ladybug [class name]"") and follows simple rules with adult support",Indicator,LEARNING COMMUNITY
page_60.png,,"Recognizes similarities and differences among individual people and groups of people (e.g., notices when another language is spoken; says ""Everyone in my family has brown hair"")",Indicator,FAMILY & CULTURAL IDENTITY
page_60.png,,"Engages in increasingly complex pretend play acting out family or community roles and events (e.g., pretends to be a ""daddy"" sweeping the house or feeding the baby; later in this age range, acts out scenes at a restaurant, beauty salon, or doctor's office)",Indicator,AWARENESS OF SOCIETY ROLES
page_60.png,,37-48m,,
page_60.png,,"Shows increasing participation as a member of the learning community (e.g., participates in whole-group activities, helps establish rules for behavior, participates in classroom clean-up, etc.)",Indicator,LEARNING COMMUNITY
page_60.png,,"Recognizes similarities and differences among individual people and groups of people (e.g., notices when another language is spoken; says ""Everyone in my family has brown hair"")",Indicator,FAMILY & CULTURAL IDENTITY
page_60.png,,"Shows pride in family and cultural heritage (e.g., talks about family members and traditions; draws pictures of family members and own cultural group; shares a song or special food from cultural group, shows pride in home language [e.g., ""Gato means cat in Spanish. We speak Spanish at home!""])",Indicator,FAMILY & CULTURAL IDENTITY
page_60.png,,"Shows increasing awareness of the roles people play in society (e.g., talks about roles of various family members; describes jobs of community helpers such as firefighters, grocery clerks, and veterinarians; talks about what they would like to be when they grow up)",Indicator,AWARENESS OF SOCIETY ROLES
page_60.png,,49-60m,,
page_60.png,,"Shows increasing participation as a member of the learning community (e.g., participates in whole-group activities, helps establish rules for behavior, participates in classroom clean-up, etc.)",Indicator,LEARNING COMMUNITY
page_60.png,,"Shows pride in family and cultural heritage (e.g., talks about family members and traditions; draws pictures of family members and own cultural group; shares a song or special food from cultural group, shows pride in home language [e.g., ""Gato means cat in Spanish. We speak Spanish at home!""])",Indicator,FAMILY & CULTURAL IDENTITY
page_60.png,,"Shows knowledge of family, cultural and political history (e.g., talks about where family came from, where cultural traditions came from, knows who president is)",Indicator,FAMILY & CULTURAL IDENTITY
page_60.png,,"Shows increasing awareness of the roles people play in society (e.g., talks about roles of various family members; describes jobs of community helpers such as firefighters, grocery clerks, and veterinarians; talks about what they would like to be when they grow up)",Indicator,AWARENESS OF SOCIETY ROLES
page_62.png,SS,Social Studies,Domain of Development & Learning,
page_62.png,SS2.,HISTORY AND GEOGRAPHY,Domain Component,
page_62.png,SS2.2,Demonstrates simple geographic knowledge,Learning Goal,
page_62.png,,BIRTH-8m,Indicator,
page_62.png,,"Typical development of these skills tends to emerge after 8 months. However, foundations of this learning goal are built through: MT4.1 Explores and describes shapes and spatial relationships (see page 67)",Indicator,LOCATION AND PLACE
page_62.png,,9-18m,,
page_62.png,,"Knows where some favorite toys or foods are stored in familiar places (e.g., home, classroom)",Indicator,AWARENESS OF LOCATION AND PLACE
page_62.png,,19-36m,,
page_62.png,,"Shows awareness of familiar buildings and landmarks (e.g., home, school, library, grocery store, parks, sculptures or statues, lakes or rivers)",Indicator,AWARENESS OF LOCATION AND PLACE
page_62.png,,"Understands and uses words indicating relative distances (e.g., near, far, close)",Indicator,AWARENESS OF LOCATION AND PLACE
page_62.png,,37-48m,,
page_62.png,,"Communicates with increasing specificity about the location of objects and areas at home and school (e.g., talks about something in a closet in the classroom) and can match objects to their usual geographic location (e.g., stove in kitchen, bed in bedroom)",Indicator,AWARENESS OF LOCATION AND PLACE
page_62.png,,"Shows awareness of familiar buildings and landmarks (e.g., home, school, library, grocery store, parks, sculptures or statues, lakes or rivers)",Indicator,AWARENESS OF LOCATION AND PLACE
page_62.png,,"Understands and uses words indicating relative distances (e.g., near, far, close)",Indicator,AWARENESS OF LOCATION AND PLACE
page_62.png,,"Shows interest in exploring geography tools (e.g., map, compass)",Indicator,GEOGRAPHIC CONCEPTS
page_62.png,,"Discusses basic geographic concepts and features of environments (e.g., says ""We have mountains where we live""; sees a picture of fish and says, ""They live in water"")",Indicator,GEOGRAPHIC CONCEPTS
page_62.png,,49-60m,,
page_62.png,,"Shows awareness of familiar buildings and landmarks (e.g., home, school, library, grocery store, parks, sculptures or statues, lakes or rivers)",Indicator,AWARENESS OF LOCATION AND PLACE
page_62.png,,"Understands and uses words indicating relative distances (e.g., near, far, close)",Indicator,AWARENESS OF LOCATION AND PLACE
page_62.png,,Creates drawings or simple maps of home and other familiar places with adult support,Indicator,GEOGRAPHIC CONCEPTS
page_62.png,,"Discusses basic geographic concepts and features of environments (e.g., says ""We have mountains where we live""; sees a picture of fish and says, ""They live in water"")",Indicator,GEOGRAPHIC CONCEPTS
page_47.png,MT,Mathematical Thinking,Domain of Development & Learning,
page_47.png,MT1.,NUMBER CONCEPTS AND OPERATIONS,Domain Component,
page_47.png,MT1.2,Explores combining and separating groups (numerical operations),Learning Goal,
page_47.png,,BIRTH-8m,Indicator,
page_47.png,,"Typical development of these skills tends to emerge after birth-8m. However, foundations of this learning goal are built through MT1.1 Demonstrates number sense and an understanding of quantity (see page 63)",Indicator,CHANGES IN QUANTITY
page_47.png,,9-18m,,
page_47.png,,"Shows increasing understanding of changes in quantity by using and responding to phrases like ""more,"" ""less,"" and ""all gone"" and later in this age range ""one fewer"" and ""one more"" [e.g., when prompted, child hands peer one more block]",Indicator,CHANGES IN QUANTITY
page_47.png,,19-36m,,
page_47.png,,"With increasing independence creates larger and smaller groups of objects [e.g., placing and removing rings on a vertical peg] and later in this age range adds and subtracts with sets of objects smaller than three with adult support [e.g., ""subtracts"" from a group of three toys by offering one to an adult, then pointing to the remaining toys and communicating ""Two""]",Indicator,ADDITION & SUBTRACTION
page_47.png,,37-48m,,
page_47.png,,"Shows increased understanding that adding to or taking away objects from a group will increase or decrease the number of objects in the set [e.g., communicates, ""I wanted more green blocks so my friend gave me three of his""] and can describe parts of a group [e.g., Says, ""I have four cubes. Two are red, and two are blue""]",Indicator,CHANGES IN QUANTITY
page_47.png,,"Using fingers or manipulatives as tools, shows increasing ability to solve simple addition problems by joining objects together for increasingly larger totals [up to 10; e.g, when adding a group of 3 and a group of 2, counts ""one, two, three..."" and then counts on ""four, five!"" keeping track with fingers]",Indicator,ADDITION & SUBTRACTION
page_47.png,,"Using fingers or manipulatives as tools, shows increasing ability to solve simple subtraction problems by separating increasingly larger totals [up to 10; e.g., when asked how many counting bears will be left from a group of six if a friend takes two, child moves two bears to the side then counts remaining bears, ""one, two, three, four...four bears!""]",Indicator,ADDITION & SUBTRACTION
page_47.png,,"Explores early division concepts by dividing objects into ""fair-share"" groups [e.g., gives three peers each two pieces of play fruit while playing restaurant] and identifying the concepts of a fraction whole and half by using real objects [e.g., identifies two equal parts of an apple or graham cracker as a half]",Indicator,EARLY DIVISION AND FRACTIONS
page_47.png,,49-60m,,
page_54.png,ST,Science and Technology,Domain of Development & Learning,
page_54.png,ST1.,SCIENTIFIC PRACTICES,Domain Component,
page_54.png,ST1.1,Engages in the scientific process to collect analyze and communicate information,Learning Goal,
page_54.png,,BIRTH-8m,Indicator,
page_54.png,,"Recognizes ability to make things happen (e.g., hits or kicks an object and it moves) and intentionally repeats actions to observe the reaction (e.g., bangs block on floor repeatedly to hear the sound it makes; flips switches on and off; splashes hands in water to see toys move)",Indicator,INVESTIGATION & HYPOTHESIS TESTING
page_54.png,,9-18m,,
page_54.png,,"Recognizes ability to make things happen (e.g., hits or kicks an object and it moves) and intentionally repeats actions to observe the reaction (e.g., bangs block on floor repeatedly to hear the sound it makes; flips switches on and off; splashes hands in water to see toys move)",Indicator,INVESTIGATION & HYPOTHESIS TESTING
page_54.png,,19-36m,,
page_54.png,,"Explores cause-and-effect relationships by varying actions to change the reaction (e.g., mixes red paint with blue paint, then mixes red paint with green paint; changes the size and/or orientation of blocks used when attempting to build a tall structure that doesn't fall down)",Indicator,INVESTIGATION & HYPOTHESIS TESTING
page_54.png,,37-48m,,
page_54.png,,"Engages in adult-supported investigations; forms and tests hypotheses (e.g., mixes soil and water to make mud; builds a ""bridge"" out of classroom materials and seeing how many foam blocks it will hold before collapsing; waters seeds in one container, but not another to answer the question, ""Do plants need water to grow?"")",Indicator,INVESTIGATION & HYPOTHESIS TESTING
page_54.png,,"With adult assistance, analyzes, interprets, and communicates data (e.g., compares initial prediction of which objects would float to actual results; records information through a drawing or dictation)",Indicator,DATA ANALYSIS & COMMUNICATION
page_54.png,,49-60m,,
page_54.png,,"Engages in adult-supported investigations; forms and tests hypotheses (e.g., mixes soil and water to make mud; builds a ""bridge"" out of classroom materials and seeing how many foam blocks it will hold before collapsing; waters seeds in one container, but not another to answer the question, ""Do plants need water to grow?"")",Indicator,INVESTIGATION & HYPOTHESIS TESTING
page_54.png,,"With adult assistance, analyzes, interprets, and communicates data (e.g., compares initial prediction of which objects would float to actual results; records information through a drawing or dictation)",Indicator,DATA ANALYSIS & COMMUNICATION
page_7.png,CD,Cognitive Development,Domain of Development & Learning,
page_7.png,,9-18 months,,
page_7.png,,"Child doesn't point to show things to others, doesn't know what familiar things are, doesn't have at least 6 words or doesn't gain new words, or loses skills that he or she once had",Indicator,DEVELOPMENTAL WARNING SIGNS
page_7.png,,18-36 months,Indicator,
page_7.png,,"Child doesn't point to show things to others, doesn't know what familiar things are, doesn't have at least 6 words or doesn't gain new words, or loses skills that he or she once had",Indicator,DEVELOPMENTAL WARNING SIGNS
page_7.png,,36 months (3 years),Indicator,
page_7.png,,"Child drools or has unclear speech, can't work simple toys like peg boards or simple puzzles, doesn't understand simple instructions, or loses skills he or she once had",Indicator,DEVELOPMENTAL WARNING SIGNS
page_7.png,,48 months (4 years),Indicator,
page_7.png,,"Child has trouble scribbling, shows no interest in interactive games or make believe, doesn't follow three-part directions, can't retell a favorite story, or loses skills that he or she once had",Indicator,DEVELOPMENTAL WARNING SIGNS
page_7.png,,60 months (5 years),Indicator,
page_7.png,,"Child is easily distracted or has trouble focusing on one activity for more than 5 minutes; can't tell what is real and what is make believe, can't give his or her first and last name, doesn't draw pictures, or loses skills he or she once had",Indicator,DEVELOPMENTAL WARNING SIGNS
page_31.png,LD,Language Development,Domain of Development & Learning,
page_31.png,LD2.,EXPRESSIVE LANGUAGE,Domain Component,
page_31.png,LD2.1,Uses increasingly complex vocabulary grammar and sentence structure (in child's home language)*,Learning Goal,
page_31.png,,BIRTH-8m,Indicator,
page_31.png,,"Experiments with making sounds (e.g., babbling), often repeating consonant sounds (e.g., da da and ba ba)",Indicator,EXPRESSIVE VOCABULARY
page_31.png,,"Uses vocalizations (e.g., cooing) and gestures to communicate needs, interests, and emotions",Indicator,CLARITY OF COMMUNICATION
page_31.png,,9-18m,,
page_31.png,,"Begins to say a number of simple words [e.g., ""nana"", ""go,"" ""hi,"" and ""leche"" (milk in Spanish for dual language learners)]",Indicator,EXPRESSIVE VOCABULARY
page_31.png,,"May combine two words to express a want or interest (e.g., says ""go side"" when wanting to go outside)",Indicator,GRAMMAR & SENTENCE STRUCTURE
page_31.png,,Uses a small number of real and made-up words that can be understood by familiar adults who speak the same language,Indicator,CLARITY OF COMMUNICATION
page_31.png,,19-36m,,
page_31.png,,"Begins to use two- and three-syllable words and names specific people, animals, and toys",Indicator,EXPRESSIVE VOCABULARY
page_31.png,,"Begins to use plurals, past tense, subject-verb agreement, and the possessive form* although often incorrectly (e.g., ""Mommy good work"")",Indicator,GRAMMAR & SENTENCE STRUCTURE
page_31.png,,"Increasingly combines simple words into sentence-like structures (e.g., ""Me milk please"") and when older, sentences (e.g., ""Let's go to Grammy's house!"" or ""Léeme un cuento"" [""Read me a story"" in Spanish for dual language learners])",Indicator,GRAMMAR & SENTENCE STRUCTURE
page_31.png,,"Speaks or signs clearly enough most of the time that unfamiliar adults who speak the same language can understand; still mispronounces many words (e.g., says ""buhsghetti"" for spaghetti)",Indicator,CLARITY OF COMMUNICATION
page_31.png,,37-48m,,
page_31.png,,"Uses increasingly complex and varied vocabulary words to express needs and describe objects, relationships between objects, emotions, and actions",Indicator,EXPRESSIVE VOCABULARY
page_31.png,,"Tells increasingly detailed stories about other times and places, with increasing accuracy in use of past and future tenses",Indicator,GRAMMAR & SENTENCE STRUCTURE
page_31.png,,"Uses increasingly longer (i.e., at least four to six word sentences) that are increasingly complex (i.e., combining two or three phrases* in a sentence)",Indicator,GRAMMAR & SENTENCE STRUCTURE
page_31.png,,Communicates clearly enough to be understood by most people and will usually only mispronounce new and/or unusual words,Indicator,CLARITY OF COMMUNICATION
page_31.png,,49-60m,,
page_31.png,,"Uses increasingly complex and varied vocabulary words to express needs and describe objects, relationships between objects, emotions, and actions",Indicator,EXPRESSIVE VOCABULARY
page_31.png,,"Tells increasingly detailed stories about other times and places, with increasing accuracy in use of past and future tenses",Indicator,GRAMMAR & SENTENCE STRUCTURE
page_31.png,,"Uses increasingly longer (i.e., at least four to six word sentences) that are increasingly complex (i.e., combining two or three phrases* in a sentence)",Indicator,GRAMMAR & SENTENCE STRUCTURE
page_31.png,,Communicates clearly enough to be understood by most people and will usually only mispronounce new and/or unusual words,Indicator,CLARITY OF COMMUNICATION
page_26.png,PH,Physical Development and Health,Domain of Development & Learning,
page_26.png,PH3.,HEALTH AND WELL-BEING,Domain Component,
page_26.png,PH3.3,Engages in a variety of developmentally appropriate physical activities,Learning Goal,
page_26.png,,BIRTH-8m,Indicator,
page_26.png,,"Participates in simple physical play with an adult (e.g., flexes legs while lying down as adult gently pushes feet back and forth, plays patty cake)",Indicator,PARTICIPATION IN PHYSICAL ACTIVITY
page_26.png,,9-18m,,
page_26.png,,"Shows interest and enjoyment in physical activity, movement games, and dances*",Indicator,PARTICIPATION IN PHYSICAL ACTIVITY
page_26.png,,19-36m,,
page_26.png,,"Shows interest and enjoyment in physical activity, movement games, and dances*",Indicator,PARTICIPATION IN PHYSICAL ACTIVITY
page_26.png,,"Sustains physical activity (e.g., games, dances, running, other movement activities) for increasing periods of time without tiring*",Indicator,PARTICIPATION IN PHYSICAL ACTIVITY
page_26.png,,37-48m,,
page_26.png,,"Sustains physical activity (e.g., games, dances, running, other movement activities) for increasing periods of time without tiring*",Indicator,PARTICIPATION IN PHYSICAL ACTIVITY
page_26.png,,"Initiates or engages in a variety of increasingly complex physical activities (e.g., pedals a tricycle; jumps in and out of hula hoops; completes an obstacle course that requires climbing, rolling, and crawling)",Indicator,PARTICIPATION IN PHYSICAL ACTIVITY
page_26.png,,"Shows increasing understanding of the physical benefits of exercise (e.g., ""Running is good for my body;"" ""Mom said helping her carry in groceries made my arm muscles stronger"")",Indicator,KNOWLEDGE OF BENEFITS OF PHYSICAL ACTIVITY
page_26.png,,49-60m,,
page_26.png,,"Sustains physical activity (e.g., games, dances, running, other movement activities) for increasing periods of time without tiring*",Indicator,PARTICIPATION IN PHYSICAL ACTIVITY
page_26.png,,"Initiates or engages in a variety of increasingly complex physical activities (e.g., pedals a tricycle; jumps in and out of hula hoops; completes an obstacle course that requires climbing, rolling, and crawling)",Indicator,PARTICIPATION IN PHYSICAL ACTIVITY
page_26.png,,"Shows increasing understanding of the physical benefits of exercise (e.g., ""Running is good for my body;"" ""Mom said helping her carry in groceries made my arm muscles stronger"")",Indicator,KNOWLEDGE OF BENEFITS OF PHYSICAL ACTIVITY
page_33.png,LD,Language Development,Domain of Development & Learning,
page_33.png,LD4.,ENGLISH LANGUAGE DEVELOPMENT,Domain Component,
page_33.png,LD4.1,Demonstrates progress in attending to understanding and responding to English,Learning Goal,
page_33.png,,EARLY-STAGE ENGLISH LANGUAGE DEVELOPMENT*,Indicator,
page_33.png,,"Responds to simple, commonly used words and phrases when accompanied by gestures and other supports",Indicator,ENGLISH LANGUAGE DEVELOPMENT
page_33.png,,Pays attention to and observes other children and adults as English is spoken,Indicator,ENGLISH LANGUAGE DEVELOPMENT
page_33.png,,"Attends to English in small- and large-group activities, such as circle time, storybook reading, etc.",Indicator,ENGLISH LANGUAGE DEVELOPMENT
page_33.png,,"Imitates behaviors of other children to get the same result (e.g. sees child make the sign for ""me too"" in sign language and makes the same sign)",Indicator,ENGLISH LANGUAGE DEVELOPMENT
page_33.png,,"Continues to make developmentally appropriate progress in receptive language skills in home language, including increasing ability to comprehend and respond to directions in home language",Indicator,HOME LANGUAGE DEVELOPMENT
page_33.png,,MID-STAGE ENGLISH LANGUAGE DEVELOPMENT,Indicator,
page_33.png,,"Responds to words, phrases, and directions in English when they are not accompanied by gestures or other visual aids",Indicator,ENGLISH LANGUAGE DEVELOPMENT
page_33.png,,"Demonstrates an understanding of English words related to basic concepts (e.g., colors, some animal classifications, foods, etc.)",Indicator,ENGLISH LANGUAGE DEVELOPMENT
page_33.png,,"Responds appropriately to requests in English that involve one-step directions (e.g., ""clean up"") when personally directed by others (these requests may occur with or without contextual cues)",Indicator,ENGLISH LANGUAGE DEVELOPMENT
page_33.png,,"Continues to make developmentally appropriate progress in receptive language skills in home language, including increasing ability to comprehend and respond to directions in home language",Indicator,HOME LANGUAGE DEVELOPMENT
page_33.png,,LATE-STAGE ENGLISH LANGUAGE DEVELOPMENT,Indicator,
page_33.png,,"Demonstrates an understanding of a larger set of words in English (for objects and actions, personal pronouns, and possessives) in both real and pretend activities",Indicator,ENGLISH LANGUAGE DEVELOPMENT
page_33.png,,"Demonstrates an understanding of words in English related to more advanced concepts (e.g., abstract emotions and ideas)",Indicator,ENGLISH LANGUAGE DEVELOPMENT
page_33.png,,"Follows directions that involve a one- or two-step sequence, relying less on contextual cues",Indicator,ENGLISH LANGUAGE DEVELOPMENT
page_33.png,,"Continues to make developmentally appropriate progress in receptive language skills in home language, including increasing ability to comprehend and respond to directions in home language",Indicator,HOME LANGUAGE DEVELOPMENT
page_37.png,EL,Emergent Literacy,Domain of Development & Learning,
page_37.png,EL1.,ENGAGEMENT IN LITERACY EXPERIENCES AND UNDERSTANDING OF STORIES AND BOOKS,Domain Component,
page_37.png,EL1.1,Shows interest in literacy experiences,Learning Goal,
page_37.png,,BIRTH-8m,Indicator,
page_37.png,,"Demonstrates listening by becoming quiet or shows pleasure when listening to a familiar story, rhyme, or song",Indicator,ENGAGEMENT IN LITERACY EXPERIENCES
page_37.png,,9-18m,,
page_37.png,,"Demonstrates listening by becoming quiet or shows pleasure when listening to a familiar story, rhyme, or song",Indicator,ENGAGEMENT IN LITERACY EXPERIENCES
page_37.png,,19-36m,,
page_37.png,,"Participates in and actively seeks out a variety of literacy experiences such as telling and listening to stories, singing and saying rhymes, engaging with writing materials, and incorporating books or other print into play",Indicator,ENGAGEMENT IN LITERACY EXPERIENCES
page_37.png,,37-48m,,
page_37.png,,"Participates in and actively seeks out a variety of literacy experiences such as telling and listening to stories, singing and saying rhymes, engaging with writing materials, and incorporating books or other print into play",Indicator,ENGAGEMENT IN LITERACY EXPERIENCES
page_37.png,,"Shows interest in an increasing variety of types of stories and texts (e.g., picture books, informational texts, rhymes and poetry, illustrated biographies, folk and fairy tales)",Indicator,VARIETY OF INTERESTS
page_37.png,,49-60m,,
page_37.png,,"Participates in and actively seeks out a variety of literacy experiences such as telling and listening to stories, singing and saying rhymes, engaging with writing materials, and incorporating books or other print into play",Indicator,ENGAGEMENT IN LITERACY EXPERIENCES
page_37.png,,"Shows interest in an increasing variety of types of stories and texts (e.g., picture books, informational texts, rhymes and poetry, illustrated biographies, folk and fairy tales)",Indicator,VARIETY OF INTERESTS
page_23.png,PH,Physical Development and Health,Domain of Development & Learning,
page_23.png,PH2.,FINE MOTOR,Domain Component,
page_23.png,PH2.2,Adjusts grasp and coordinates movements to use tools,Learning Goal,
page_23.png,,BIRTH-8m,Indicator,
page_23.png,,"PH2.1 Demonstrates fine motor strength, control, and coordination",Indicator,FOUNDATIONS
page_23.png,,9-18m,,
page_23.png,,Scoops food with spoon with increasing control *,Indicator,UTENSILS
page_23.png,,"Holds large writing and drawing tools (e.g., crayons, sidewalk chalk) to make spontaneous dots and scribbles, progressing from whole hand grip to approximate thumb-and-finger grip (may still move whole arm to make marks)",Indicator,WRITING & DRAWING TOOLS
page_23.png,,19-36m,,
page_23.png,,"Uses eating utensils with increasing competence, including spearing food with a fork and cutting food with a butter knife*",Indicator,UTENSILS
page_23.png,,"Holds large writing and drawing tools (e.g., crayons, sidewalk chalk) to make spontaneous dots and scribbles, progressing from whole hand grip to approximate thumb-and-finger grip (may still move whole arm to make marks)",Indicator,WRITING & DRAWING TOOLS
page_23.png,,Snips paper with child safety scissors with increasing ability to make changes in the direction of cutting to cut out simple shapes like circles (though may not be perfectly round),Indicator,SCISSORS
page_23.png,,"Adjusts grasp to use different tools for different purposes (e.g., digs with shovel in sandbox, uses turkey baster at water table, scoops flour during food experiences) and uses increasingly complex tools such as stapler, hole punch, tape dispenser",Indicator,VARIETY OF TOOLS
page_23.png,,37-48m,,
page_23.png,,"Uses eating utensils with increasing competence, including spearing food with a fork and cutting food with a butter knife*",Indicator,UTENSILS
page_23.png,,"Holds drawing and writing tools using three-point finger grip, using the other hand to hold paper, to make a variety of lines and shapes (e.g., circles, crosses, triangles), letter- and numeral-like forms, and some letters and numerals",Indicator,WRITING & DRAWING TOOLS
page_23.png,,Snips paper with child safety scissors with increasing ability to make changes in the direction of cutting to cut out simple shapes like circles (though may not be perfectly round),Indicator,SCISSORS
page_23.png,,"Adjusts grasp to use different tools for different purposes (e.g., digs with shovel in sandbox, uses turkey baster at water table, scoops flour during food experiences) and uses increasingly complex tools such as stapler, hole punch, tape dispenser",Indicator,VARIETY OF TOOLS
page_23.png,,49-60m,,
page_23.png,,"Uses eating utensils with increasing competence, including spearing food with a fork and cutting food with a butter knife*",Indicator,UTENSILS
page_23.png,,"Holds drawing and writing tools using three-point finger grip, using the other hand to hold paper, to make a variety of lines and shapes (e.g., circles, crosses, triangles), letter- and numeral-like forms, and some letters and numerals",Indicator,WRITING & DRAWING TOOLS
page_23.png,,Uses correct scissors grip and holds paper with one hand to cut along a straight line and cut out simple shapes and pictures,Indicator,SCISSORS
page_23.png,,"Adjusts grasp to use different tools for different purposes (e.g., digs with shovel in sandbox, uses turkey baster at water table, scoops flour during food experiences) and uses increasingly complex tools such as stapler, hole punch, tape dispenser",Indicator,VARIETY OF TOOLS
page_36.png,EL,Emergent Literacy,Domain of Development & Learning,
page_36.png,EL1.,LITERACY SPECIAL CONSIDERATIONS,Domain Component,
page_36.png,,"For children 5-years-old, not recognizing letters of the alphabet",Indicator,LITERACY RISK
page_36.png,,"For all children, being from families who have a history of learning disabilities with speech, language, spelling, or reading",Indicator,LITERACY RISK
page_36.png,EL2.,LITERACY ACCESS AND EXPOSURE,Domain Component,
page_36.png,,"Children from middle-class families are typically read to for about 1,000 hours before beginning kindergarten whereas children from families who live in poverty are read to for only about 25 hours",Indicator,SOCIOECONOMIC FACTORS
page_36.png,EL3.,CULTURAL CONSIDERATIONS,Domain Component,
page_36.png,,Within some cultures many parents believe that literacy is something that develops from formal schooling after age 5,Indicator,CULTURAL BELIEFS
page_36.png,,Understanding different cultural models of literacy may be especially helpful for early childhood professionals as they work to create home-school partnerships,Indicator,PARTNERSHIPS
page_36.png,EL4.,ACCOMMODATIONS,Domain Component,
page_36.png,,Early childhood professionals must ensure that young children with disabilities can fully participate in early literacy learning activities,Indicator,ADAPTATIONS
page_36.png,,Children with disabilities may require adaptations both to engage in early literacy activities and to demonstrate their emergent literacy skills,Indicator,ADAPTATIONS
page_36.png,EL5.,KEY TAKEAWAYS,Domain Component,
page_36.png,,"By the time children turn 3, there are already dramatic differences in the development of emergent literacy skills, making the goal of reading by third grade more challenging for some children than others",Indicator,DEVELOPMENTAL DIFFERENCES
page_36.png,,Developing the foundation of emergent literacy begins at birth with later emergent literacy skills building on skills acquired in the very earliest years of life,Indicator,SKILL PROGRESSION
page_36.png,,Children from socioeconomically and culturally diverse families have different levels of exposure to literacy experiences at home,Indicator,ACCESS DISPARITIES
page_20.png,PH,Physical Development and Health,Domain of Development & Learning,
page_20.png,PH1.,GROSS MOTOR,Domain Component,
page_20.png,PH1.2,Shows stability and balance,Learning Goal,
page_20.png,,BIRTH-8m,Indicator,
page_20.png,,"Sits independently with increasing stability and ability to change positions (e.g., get into sitting position from lying down or crawling, reach for a toy without falling, pull to a standing position from sitting)",Indicator,CORE STABILITY
page_20.png,,9-18m,,
page_20.png,,"Sits independently with increasing stability and ability to change positions (e.g., get into sitting position from lying down or crawling, reach for a toy without falling, pull to a standing position from sitting)",Indicator,CORE STABILITY
page_20.png,,"Shows increased ability to maintain balance while in motion when moving from one position to another, changing directions, or stopping abruptly (e.g., carries a toy while walking, gets in and out of a chair, squats to pick up toys, ""freezes"" while running)",Indicator,CORE STABILITY
page_20.png,,19-36m,,
page_20.png,,"Shows increased ability to maintain balance while in motion when moving from one position to another, changing directions, or stopping abruptly (e.g., carries a toy while walking, gets in and out of a chair, squats to pick up toys, ""freezes"" while running)",Indicator,CORE STABILITY
page_20.png,,"Coordinates increasingly complex movements while maintaining core stability (e.g., holds body upright while moving wheelchair forward, sits on and steers tricycle or other ride-on toy)",Indicator,CORE STABILITY
page_20.png,,"Balances (e.g., on beam or sandbox edge or while standing on one leg) for progressively longer periods of time with increasing stability and independence",Indicator,CORE STABILITY
page_20.png,,"Shows increasing competence in jumping for height (e.g., up and down, off a low step) and distance (e.g., jumps over objects, jumps forward), with increasing ability to use two-footed takeoff and landing with arm swing",Indicator,JUMPING HOPPING & LEAPING
page_20.png,,37-48m,,
page_20.png,,"Shows increased ability to maintain balance while in motion when moving from one position to another, changing directions, or stopping abruptly (e.g., carries a toy while walking, gets in and out of a chair, squats to pick up toys, ""freezes"" while running)",Indicator,CORE STABILITY
page_20.png,,"Coordinates increasingly complex movements while maintaining core stability (e.g., holds body upright while moving wheelchair forward, sits on and steers tricycle or other ride-on toy)",Indicator,CORE STABILITY
page_20.png,,"Balances (e.g., on beam or sandbox edge or while standing on one leg) for progressively longer periods of time with increasing stability and independence",Indicator,CORE STABILITY
page_20.png,,"Shows increasing competence in jumping for height (e.g., up and down, off a low step) and distance (e.g., jumps over objects, jumps forward), with increasing ability to use two-footed takeoff and landing with arm swing",Indicator,JUMPING HOPPING & LEAPING
