filename,statement,type,role,smartlevel
page_11.png,"Respond to the child's vocalizations by continuing to communicate with the child through talking, reading and singing.",teacher_can,teacher,1.1.4
page_11.png,"Encourage active play by providing equipment a child can get inside, on top of, under and beside.",teacher_can,teacher,1.1.5
page_11.png,"Offer ample time for child to observe actions or experiment with toys, objects and experiences.",teacher_can,teacher,1.1.6
page_11.png,Observe child and recognize the child is finding creative solutions in his/her play.,teacher_can,teacher,1.1.7
page_39.png,statement,type,role,smartlevel
page_39.png,The Toddler May: Demonstrate beginning non-locomotor movements.,domain,,1.0
page_39.png,Sway or rock to music.,baby_might,baby,1.0.1.1
page_39.png,Hold a child's hands to dance or sway with a variety of music.,teacher_can,teacher,1.0.1.1
page_39.png,Squat stoop or bend,baby_might,baby,1.0.1.2
page_39.png,"Include daily music and movement activities such as stretching, bending, turning and other exercises the teacher and child create. Encourage the child to help pick up objects during daily routines.",teacher_can,teacher,1.0.1.2
page_39.png,Reach for an object on tiptoes.,baby_might,baby,1.0.1.3
page_39.png,"Provide activities for a child to stretch and reach (For example: bubbles, play with the child by showing him/her how to watch and point to where the light of a flashlight moves around the room, or show how to reach for the stars while singing ""Twinkle Twinkle Little Star"").",teacher_can,teacher,1.0.1.3
page_39.png,Try to balance while standing on one foot.,baby_might,baby,1.0.1.4
page_39.png,Provide activities to encourage a child to stand on one foot on a line on the floor or to move from one stepping stone made from construction paper to another,teacher_can,teacher,1.0.1.4
page_39.png,The Toddler May: Use large arm movements (non-locomotor).,domain,,1.1
page_39.png,Use rhythm instruments.,baby_might,baby,1.1.1.1
page_39.png,"Purchase or create simple child-safe rhythm band instruments for music and movement activities and free play. Examples include drum (oatmeal box), rhythm sticks (dowel rods), sand paper blocks (cover wood with sandpaper), bells, tambourine or shakers (cans or plastic bottles with beans, seeds or sand inside).",teacher_can,teacher,1.1.1.1
page_39.png,Throw balls or objects.,baby_might,baby,1.1.1.2
page_39.png,"Provide age-appropriate balls and beanbags in various sizes and textures. Play games with the child that include throwing, pushing or rolling the ball back and forth, tossing bean bags into a box or target, or playing basketball with a child-sized hoop.",teacher_can,teacher,1.1.1.2
page_39.png,Use full arm motion to participate in sensory experiences.,baby_might,baby,1.1.1.3
page_39.png,Provide large surfaces and easels for children to engage in sensory experiences. Play in nontoxic materials such as finger paint on large paper; use large paintbrushes; use a rolling pin and pounding tools with play dough; sand/water table with scoops and pitchers.,teacher_can,teacher,1.1.1.3
page_39.png,Use blocks or other materials.,baby_might,baby,1.1.1.4
page_39.png,"Provide opportunities for a child to participate in activities that require pushing, pulling, stacking, rolling, stamping with construction materials such as assorted blocks, cardboard boxes and containers.",teacher_can,teacher,1.1.1.4
page_12.png,statement,type,role,smartlevel
page_12.png,Toddler: 16-36 months,age_range,,1.1
page_12.png,The Toddler May: Explore relationships and the environment independently and with purpose.,standard,,1.1.1
page_12.png,Play beside other children and imitate the play of another child.,toddler_might,toddler,1.1.1.1
page_12.png,Provide the child with a variety of toys and objects to invite exploration. Encourage children to play near one another with small group activities.,teacher_can,teacher,1.1.1.1
page_12.png,Engage in pretend play around familiar event. Substitute objects and toys for real items such as using a block as food as they pretend to prepare dinner.,toddler_might,toddler,1.1.1.2
page_12.png,Provide props and objects related to familiar events to encourage pretend play.,teacher_can,teacher,1.1.1.2
page_12.png,Seek and take pleasure in new skills; independence and appropriate risk-taking activities.,toddler_might,toddler,1.1.1.3
page_12.png,Support the child in healthy risk taking and in trying new activities and provide encouragement when a child is hesitant. When appropriate; give the child additional time to complete activities.,teacher_can,teacher,1.1.1.3
page_12.png,"Give child choices and support them in their decision-making. (For example: ""Do you want to play with puzzles; or do you want to play with the ball?"")",teacher_can,teacher,1.1.1.4
page_12.png,Enjoy opportunities to use art materials in various ways.,toddler_might,toddler,1.1.1.5
page_12.png,Expect a child to build a block tower and knock it over; or knock over a block tower another child has built.,teacher_can,teacher,1.1.1.5
page_12.png,Provide art materials for the child and let him/her be spontaneous; silly and messy.,teacher_can,teacher,1.1.1.6
page_12.png,Experiment with cause and effect,toddler_might,toddler,1.1.1.7
page_12.png,Structure the learning environment so mixing toys and materials from one learning center to another is permitted to expand and encourage complex learning opportunities.,teacher_can,teacher,1.1.1.7
page_12.png,Show curiosity by trying to figure out how something works; may try several strategies before finding what works.,toddler_might,toddler,1.1.1.8
page_12.png,Provide toys; objects and situations to encourage the child to play with items in a variety of ways. Provide language for feelings of success or frustration.,teacher_can,teacher,1.1.1.8
page_16.png,statement,type,role,smartlevel
page_16.png,Learn words to simple songs; participate in group singing activities for short periods of time; and move freely in response to music and change of tempo.,baby_might,baby,1.0.1
page_16.png,Engage in spontaneous and imaginative play using a variety of materials to dramatize stories and experiences. Use a block for a phone or a box for a train.,baby_might,baby,1.0.4
page_16.png,Plan for and provide opportunities for an older child to engage in dramatic play activities both indoors and out.,teacher_can,teacher,1.0.4
page_16.png,"Provide puppets, dress-up clothing and other props. Encourage the child to roleplay various family and career roles.",teacher_can,teacher,1.0.5
page_16.png,"Create art representing people, objects and places. Tell about the art they created, what it is and what the action might be. Marks on the page could be  the family.",baby_might,baby,1.0.6
page_16.png,Plan indoor and outdoor art activities to promote individual creativity as the child uses the materials in his/her own way.,teacher_can,teacher,1.0.6
page_16.png,If the child wants display his/her work at the child's eye level.,teacher_can,teacher,1.0.7
page_16.png,Ask the child if they want their name printed on his/her work.,teacher_can,teacher,1.0.8
page_16.png,"Provide safe art materials for a child to use under supervision to create drawings, paintings, collages, three-dimensional artwork, flour and water mixture for sculptures, etc.",teacher_can,teacher,1.0.9
page_16.png,Provide varied and multi-sensory art materials. (For example: add peppermint drops to flour and water mixture; use an evergreen branch as a paint brush; go on a nature walk and collect items to create a collage.,teacher_can,teacher,1.0.10
page_16.png,Provide words when needed to assist the child in describing his/her art to others.,teacher_can,teacher,1.0.11
page_15.png,statement,type,role,smartlevel
page_15.png,Mobile Infant: 6-18 monthsThe Baby May: Begin to understand his/her worldby using senses to explore and experience the environment.,age_range,,1.1.1
page_15.png,Respond to and show preference for familiar songs and tunes. May like to hear or sing the same tune over and over.,baby_might,baby,1.1.1.2
page_15.png,Engage in imitation play; begin to fantasize and perform simple roleplay.,baby_might,baby,1.1.1.3
page_15.png,"Provide the child a variety of types of music (For example: lullabies, classical, children's songs) and music from a variety of cultures, languages and tempos.",teacher_can,teacher,1.1.1.2
page_15.png,"Provide toys for roleplay (For example: dolls, bottles and blankets).",teacher_can,teacher,1.1.1.3
page_15.png,"Provide creative movement experiences using toys and materials. (For example: use scarves, musical instruments and participate in activities including marching in a band, free dance or imitating animals).",teacher_can,teacher,1.1.1.4
page_15.png,"Provide safe and nontoxic art materials. (For example: colorful paper, washable markers, crayons, finger paint, smocks). Provide space and equipment where the child may be creative without over concern about messes.",teacher_can,teacher,1.1.1.7
page_15.png,"Provide the child with a variety of fabrics, papers, toys and sensory experiences such as water, sand, grass, snow and ice cubes. Talk about a variety of shapes, colors and textures.",teacher_can,teacher,1.1.1.8
page_28.png,statement,type,role,smartlevel
page_28.png,The Toddler May: Continue to develop small (fine) motor and large (gross) motor skills that are used in pre-writing.,age_range,,1.1.2
page_28.png,Hold a large crayon or writing tool with a whole fist grasp and scribble with increasing levels of control.,baby_might,baby,1.1.2.1
page_28.png,Tell teacher about drawing.,baby_might,baby,1.1.2.3
page_28.png,Play a variety of music and encourage the child to randomly draw (finger paint or paint at easel) while listening to the music.,teacher_can,teacher,1.1.2.2
page_28.png,Provide a variety of drawing and writing materials for a child to explore and use during both indoor and outdoor play. Respect scribbles as early forms of writing and encourage efforts.,teacher_can,teacher,1.1.2.5
page_28.png,Model the use of drawing and writing in everyday experiences.,teacher_can,teacher,1.1.2.6
page_28.png,Talk with the child about his/her drawing (include the child's words or description of the picture); display his/her drawings and writings at a child's eye level.,teacher_can,teacher,1.1.2.7
page_67.png,statement,type,role,smartlevel
page_67.png,"The Toddler May: Continue to learn and accept limits while developing an ""I can do it!"" attitude.",age_range,,1.1.1
page_67.png,Show anxiety over separation from teacher or family but calms down in a short amount of time.,toddler_might,toddler,1.1.1.1
page_67.png,Play calmly near other children; or cry bite or hit if another child takes something he/she has.,toddler_might,toddler,1.1.1.2
page_67.png,Take a toy from another and not return it when asked by an adult.,toddler_might,toddler,1.1.1.3
page_67.png,Begin to understand the concept of taking turns in a game or activity.,toddler_might,toddler,1.1.1.4
page_67.png,Begin to understand the concept of property such as yours his or mine.,toddler_might,toddler,1.1.1.5
page_67.png,Carry out simple directions when stated in positive and brief statements.,toddler_might,toddler,1.1.1.6
page_67.png,Have a temper tantrum and cry yell hit kick feet and refuse to stop when he/she is tired hungry or angry.,toddler_might,toddler,1.1.1.7
page_67.png,"Be confident calm understanding and reassuring when a family member is leaving. (For example: ""Mommy is going to work; she will be back later. I will take care of you now."")",teacher_can,teacher,1.1.1.1
page_67.png,"Say ""Monte wants to play with the cars too."" Redirect Monte to other available cars.",teacher_can,teacher,1.1.1.2
page_67.png,"Give positive choices. (For example: ""After you give the car back we can play with this boat.  What sound does the boat motor make?"")",teacher_can,teacher,1.1.1.3
page_67.png,"Talk about and model sharing and/or taking turns using words and recognize sharing. (For example: ""I will share my doll with you."" or ""You gave me one of your crayons. Thank you for sharing with me."")",teacher_can,teacher,1.1.1.4
page_67.png,"Play simple games practicing taking turns. (For example: ""You put a block on the shelf.  Now I will put a block on the shelf."" or ""I can roll the ball to you. And you can roll it back to me."")",teacher_can,teacher,1.1.1.5
page_67.png,"During routines and play model words used to describe property such as ""This is Maggie's diaper bag."" When putting out a snack say ""This is your snack and this one is for Erin.""",teacher_can,teacher,1.1.1.6
page_67.png,"Teach following directions as a game. (For example ""Follow the Leader"". ""Sit on your bottom please."" ""Feet on the floor."" ""Use your inside/quiet voice."" or ""Please bring me your plate."")",teacher_can,teacher,1.1.1.7
page_67.png,Anticipate actions/behaviors to prevent hurting his/herself or others. Provide a safe environment to express his/her emotions.  Respond in a calm manner.,teacher_can,teacher,1.1.1.8
page_67.png,Offer ways to assist with behaviors and emotions (For example: giving a teething ring to chew a stuffed animal to hold a quiet place to go to calm down or a pillow to hit).,teacher_can,teacher,1.1.1.9
page_73.png,statement,type,role,smartlevel
page_73.png,Begin to recognize community workers and show increased awareness of their jobs.,baby_might,baby,1.1.1.1
page_73.png,Begin to understand money is needed to purchase items.,baby_might,baby,1.1.1.2
page_73.png,Develop an understanding of the concept of time by beginning to use words to describe time such as later; after snack; after rest time; no school tomorrow.,baby_might,baby,1.1.1.3
page_73.png,Develop an understanding of the location of familiar places within his/her community and region.,baby_might,baby,1.1.1.4
page_73.png,Begin to include representations of roads bodies of water and buildings in his/her play.,baby_might,baby,1.1.1.5
page_73.png,Begin to use words and identify pictures to indicate directionality position location and size.,baby_might,baby,1.1.1.6
page_73.png,"Provide dress-up and roleplay props reflecting different types of community workers and the occupations of the children's families. (For example: paper pencil envelopes and ""stamps"" with a box for mailing letters; an old garden hose for the fireman etc.).",teacher_can,teacher,1.1.1.1
page_73.png,Use pictures and books to show and describe different community workers their roles how do they dress and what equipment do they used.,teacher_can,teacher,1.1.1.2
page_73.png,Provide community helper block accessories for play.,teacher_can,teacher,1.1.1.3
page_73.png,Provide access to community workers such as a firefighter a postal carrier a nurse or a truck driver.,teacher_can,teacher,1.1.1.4
page_73.png,"Provide pretend money to purchase items in a dramatic play grocery store bank post office etc. Assist in putting ""price tags"" on items.",teacher_can,teacher,1.1.1.5
page_73.png,Read books about using currency or bartering to purchase items both now and in days past. (For example: Caps for Sale Stone Soup etc.).,teacher_can,teacher,1.1.1.6
page_73.png,Use statements to reflect the concept of time.,teacher_can,teacher,1.1.1.7
page_73.png,"Talk about daily activities and say ""First we will read a book and afterwards we will sing songs."" or ""After lunch we will brush our teeth.""",teacher_can,teacher,1.1.1.8
page_73.png,Use pictures to show the order of typical routines.,teacher_can,teacher,1.1.1.9
page_73.png,Provide pictures of familiar landmarks in dramatic play (such as stores and restaurants menus logos).,teacher_can,teacher,1.1.1.10
page_73.png,Discuss familiar places in the community region or state in pretend play.,teacher_can,teacher,1.1.1.11
page_73.png,Provide a variety of blocks during block sand and dirt play. Use these to build a bridge to drive toy cars over the water or on a road in the sand.,teacher_can,teacher,1.1.1.12
page_73.png,"Create opportunities to verbalize location of hidden objects. (For example: ""Hide and Go Seek"" with objects.).",teacher_can,teacher,1.1.1.13
page_73.png,Use descriptive words during activities.,teacher_can,teacher,1.1.1.14
page_73.png,Label shelves with pictures and words to assist in putting toys and supplies where they belong.,teacher_can,teacher,1.1.1.15
page_72.png,statement,type,role,smartlevel
page_72.png,Mobile Infant: 6-18 months,domain,,1.0
page_72.png,,age_range,,1.1.1
page_72.png,Be afraid of loud noises.,baby_might,baby,1.1.1.2
page_72.png,"Point out the things seen in the community. (For example: ""See the dog?"" ""There is a fire fighter."" ""Look at the garbage truck."")",teacher_can,teacher,1.1.1.5
page_72.png,Comfort when needed and explain what is making the noise.,teacher_can,teacher,1.1.1.6
page_72.png,Inform families of community events and other child-friendly places.,teacher_can,teacher,1.1.1.7
page_72.png,Invite family/community members to share their family or cultural traditions either by demonstration or by storytelling.,teacher_can,teacher,1.1.1.8
page_72.png,Toddler: 16-36 months,domain,,2.0
page_72.png,,age_range,,2.1.1
page_72.png,Identify his/her role as a member of a family/group.,baby_might,baby,2.1.1.1
page_72.png,See a classmate on the playground and tell or go get the friend when it is time to go inside.,baby_might,baby,2.1.1.2
page_72.png,Ask about experiences shared within the family. (For example: look at pictures of family members and engage in conversations about who is in the picture).,teacher_can,teacher,2.1.1.3
page_72.png,Encourage family members to visit and read or share stories about family history and culture.,teacher_can,teacher,2.1.1.5
page_72.png,"Create opportunities to recognize members of the group and/or friends. (For example: ""Who is here today?"" or post pictures of children in the class and ask questions about the pictures).",teacher_can,teacher,2.1.1.7
page_66.png,statement,type,role,smartlevel
page_66.png,Mobile Infant: 6-18 monthsThe Baby May: Begin to recognize and respond to the emotional cues of self and others.,domain,,1.0
page_66.png,Show comfort in having a consistent daily routine.,baby_might,baby,1.0.1.1
page_66.png,"After lunch, washes hands, anticipate diaper change and washing hands again, and go to a specific location in the room where he/she sleeps",baby_might,baby,1.0.1.2
page_66.png,Self-soothe or cry and move toward an adult for comfort,baby_might,baby,1.0.2.1
page_66.png,expecting the adult will respond to needs,baby_might,baby,1.0.2.2
page_66.png,Respond by looking or coming when called by name.,baby_might,baby,1.0.3.1
page_66.png,Begin to take care of his/her needs.,baby_might,baby,1.0.4.1
page_66.png,Maintain a consistent routine.,teacher_can,teacher,1.0.1.1
page_66.png,Maintain consistent and responsive caregiving.,teacher_can,teacher,1.0.2.1
page_66.png,(For example: minimum transitions between teachers are ideal).,teacher_can,teacher,1.0.2.2
page_66.png,Observe and anticipate a response which may indicate teacher's comfort is needed.,teacher_can,teacher,1.0.2.3
page_66.png,"Respond immediately, consistently and appropriately to the need for comfort. (For example: use the infant's name to acknowledge his/her needs and feelings).",teacher_can,teacher,1.0.2.4
page_66.png,"Maintain a safe space for exploration. Use soft lighting, gentle music, soft voices, etc.",teacher_can,teacher,1.0.2.5
page_66.png,Store security/comfort items in a location with easy access for the infant.,teacher_can,teacher,1.0.2.6
page_66.png,"Use the infant's name when engaging in conversation, giving directions and playing games.",teacher_can,teacher,1.0.3.1
page_66.png,Plan opportunities to explore and practice self-help skills.,teacher_can,teacher,1.0.4.1
page_66.png,(For example: ask the infant to help take off his/her socks or shoes).,teacher_can,teacher,1.0.4.2
page_66.png,"Provide small, bitesize, non-choking foods to practice self-feeding.",teacher_can,teacher,1.0.4.3
page_66.png,Expect messes as an infant learns to self-feed with fingers and when learning to use a spoon.,teacher_can,teacher,1.0.4.4
page_58.png,statement,type,role,smartlevel
page_58.png,Develop an awareness of seasonal changes and begin to gain understanding of weather concepts.,standard,,1.1
page_58.png,16-36 months,age_range,,1.1.1
page_58.png,Point to what he/she sees on the ground or in the sky and ask questions.,baby_might,baby,1.1.1.1
page_58.png,Identify or label characteristics of the earth's materials.,baby_might,baby,1.1.1.2
page_58.png,Participate in caring for the environment.,baby_might,baby,1.1.1.3
page_58.png,"Play outside with the child and talk about the weather. (For example: ""You are wearing warm clothes and shoes because it is cold outside."" or ""When you wear sandals, your toes feel warm in the summer sun."")",teacher_can,teacher,1.1.1.1
page_58.png,Use weather words while talking and singing.,teacher_can,teacher,1.1.1.2
page_58.png,"Engage a child in safe activities to explore elements such as dirt, sand and water.  (For example: ""I wonder why the ground is wet? or Why are the clouds in the sky moving?"")",teacher_can,teacher,1.1.1.3
page_58.png,"Collect objects during a nature walk to identify, examine and explore the properties. Provide magnifying glasses, paper and pencils for rubbings of leaves, or water to experiment to see what floats and what sinks.",teacher_can,teacher,1.1.1.4
page_58.png,"Provide samples of earth's materials for the child to observe, identify and describe.  (For example: a large rock with fossils, baggies of red dirt, brown dirt, sand and potting soil).",teacher_can,teacher,1.1.1.5
page_58.png,"Introduce a child to pictures of natural phenomena. (For example: pictures of an ocean, a waterspout, caves, mountains, waterfalls, forests. Talk about ""I wonder…..what it looks like, what it sounds like, what it smells like……?"")",teacher_can,teacher,1.1.1.6
page_58.png,"Model and describe actions to help protect and preserve the environment. (For example: recycle paper after an art activity, turn off the lights when leaving a room, color on both sides of paper, or pick up a cup dropped in the grass).",teacher_can,teacher,1.1.1.7
page_64.png,statement,type,role,smartlevel
page_64.png,Toddler: 16-36 months,age_range,,1.1.1
page_64.png,The Toddler May: Continue to develop social interaction skills and begin to show independence while maintaining strong attachments with caregivers.,standard,,1.1
page_64.png,Watch from a distance or wait for a reaction from a familiar adult.,baby_might,baby,1.1.1.1
page_64.png,Provide reassurance through eye contact or other non-verbal responses when a caregiver is seen from a distance.,teacher_can,teacher,1.1.1.1
page_64.png,Engage in solitary play; coloring; building or looking at picture books for a few minutes.,baby_might,baby,1.1.1.2
page_64.png,Provide space and materials for indoor and outdoor play time.,teacher_can,teacher,1.1.1.2
page_64.png,Engage in parallel play by playing alongside another child; imitating action or using similar materials.,baby_might,baby,1.1.1.3
page_64.png,Provide opportunities to choose to play next to or with another child and provide more than one of the same toys and materials from which to choose.,teacher_can,teacher,1.1.1.3
page_64.png,Engage in brief social games lasting only a minute or two.,baby_might,baby,1.1.1.4
page_64.png,"Provide opportunities to engage in interactive games. (For example: ""Ring Around the Rosy""; ""Itsy Bitsy Spider""; ""Give and Take""; rolling the ball to another child/teacher; etc.).",teacher_can,teacher,1.1.1.4
page_64.png,Recognize familiar people in person or in a photograph.,baby_might,baby,1.1.1.5
page_64.png,Display photographs of the child's family and pets at his/her eye level. Ask the child about the photos.,teacher_can,teacher,1.1.1.5
page_64.png,Express self verbally and nonverbally with gestures; become frustrated when not understood.,baby_might,baby,1.1.1.6
page_64.png,"Recognize attempts to communicate through gestures and attempts to use words to express needs and desires. Caregiver should provide words to describe these attempts. (Daisy points at the block and utters ""uouh"". Teacher says; ""Daisy; do you want the block?"")",teacher_can,teacher,1.1.1.6
page_64.png,Respond to and initiate interaction with others. Smile or laugh in delight in response to others and show concern when others are hurting or crying.,baby_might,baby,1.1.1.7
page_64.png,When appropriate; encourage comforting others who are sad; hurting or angry.,teacher_can,teacher,1.1.1.7
page_65.png,statement,type,role,smartlevel
page_65.png,The child will develop strategies to regulate emotions and behavior.,standard,,2.0
page_65.png,Young Infant: 0-8 months,age_range,,2.1
page_65.png,The Baby May: Begin to develop the skills necessary to participate in a variety of settings.,age_range,,2.1.0
page_65.png,Learn to sleep through normal environmental noise such as the dishwasher running  conversations  etc.,baby_might,baby,2.1.0.1
page_65.png,Relax when rocked gently and fall asleep when placed in crib.,baby_might,baby,2.1.0.2
page_65.png,Give cues by how they are responding to the environment. Stop crying or kick legs in excitement when a familiar object is given to them  turn head and break eye contact  frown  and/or arch back when there is too much noise  light or activity.,baby_might,baby,2.1.0.3
page_65.png,Learn to calm or self-soothe when upset or tired  such as sucking fingers or a pacifier.,baby_might,baby,2.1.0.4
page_65.png,Listen and respond by quieting  smiling and/or cooing when hearing his/ her name.,baby_might,baby,2.1.0.5
page_65.png,Maintain normal activity while an infant is asleep. (Best practice is to meet individual needs on his/her own schedule; infants may be asleep while others are awake).,teacher_can,teacher,2.1.0.1
page_65.png,Respond to an infant's individual rest time needs.,teacher_can,teacher,2.1.0.2
page_65.png,Learn the infant's emotional cues and respond appropriately to his/her needs. (For example:  talk in soft  soothing voice to reassure or switch from an excited to a calmer voice or reposition if the infant seems over stimulated).,teacher_can,teacher,2.1.0.3
page_65.png,"Prepare the environment by adjust the tone and volume to be responsive to a crying infant while offering supportive phrases.  (For example: ""I see you are tired. I will move you to your crib to rest."")",teacher_can,teacher,2.1.0.4
page_65.png,Use the infant's name frequently when engaging in care-giving routines  play time  finger plays and songs.,teacher_can,teacher,2.1.0.5
page_71.png,statement,type,role,smartlevel
page_71.png,Self and Social Awareness (Social Studies),domain,,1.0
page_71.png,"Self and social awareness for very young children include learning about self, others and the world around them. As infants, toddlers and twos are able to notice differences between themselves and others, they begin to be aware of and learn to be respectful of each other's unique characteristics, abilities and talents.",standard,,1.1
page_71.png,Young Infant: 0-8 months The Baby May: Begin to recognize differences in people; routines and places/environments.,age_range,,1.1.1
page_71.png,Recognize others by voice and/or sight.,baby_might,baby,1.1.1.1
page_71.png,Sense and respond to others' emotions; such as happy; sad; etc.,baby_might,baby,1.1.1.2
page_71.png,Show preference for one adult over another adult; (preferences may change).,baby_might,baby,1.1.1.3
page_71.png,"Talk during routines and activities. (For example: ""I think I smell something."" ""It is time to change your diaper. I will wash my hands; get a clean diaper; and make you more comfortable."")",teacher_can,teacher,1.1.1.1
page_71.png,Use photographs and pictures to encourage responses. Familiar family or pet pictures can be hung at eye level. (For example: a picture could be covered with contact paper and placed on the floor for him/her to see).,teacher_can,teacher,1.1.1.2
page_71.png,Be aware of actions and voice inflection or tone used. Be calm; steady; and comforting.,teacher_can,teacher,1.1.1.3
page_71.png,Provide stable and consistent care. (For example; have limited transitions and/or have the same caregiver as much as possible).,teacher_can,teacher,1.1.1.4
page_71.png,Recognize the value of the bonding and attachments developing and appreciate the importance of this connection when an infant shows a preference for a teacher or one family member over another.,teacher_can,teacher,1.1.1.5
page_71.png,"Say ""Here is Mary's mother."" or ""There is Jake's daddy."" when the parent arrives.",teacher_can,teacher,1.1.1.6
page_59.png,statement,type,role,smartlevel
page_59.png,The child will observe and investigate living things.,standard,,3.0
page_59.png,Young Infant: 0-8 months,age_range,,3.1
page_59.png,The Baby May: Notice plants animals and other people in the environment.,age_range,,3.1
page_59.png,Respond to the environment.,baby_might,baby,3.1.1
page_59.png,Look at self in mirror.,baby_might,baby,3.1.2
page_59.png,Explore own body parts.,baby_might,baby,3.1.3
page_59.png,Hold the infant up to look out the window to watch what is outside such as snow falling. Describe for the infant.,teacher_can,teacher,3.1.1
page_59.png,Share songs and stories from a variety of cultures including stories about animals or plants.,teacher_can,teacher,3.1.2
page_59.png,"Sing songs and show finger plays such as ""Head Shoulders Knees and Toes"" ""This Little Piggy"" etc.",teacher_can,teacher,3.1.3
page_59.png,Provide non-breakable mirror and talk about the reflection of the face in the mirror.,teacher_can,teacher,3.1.4
page_59.png,"Play games about body parts. (For example: ""Here is my nose and here is your nose? Your arm can move up and down and now my arm is moving around and around."").",teacher_can,teacher,3.1.5
page_59.png,Mobile Infant: 6-18 months,age_range,,3.2
page_59.png,The Baby May: Explore characteristics of certain living things.,age_range,,3.2
page_59.png,Respond to and/or express curiosity about living things.,baby_might,baby,3.2.1
page_59.png,Begin to point to own body parts when asked.,baby_might,baby,3.2.2
page_59.png,Begin to recognize and point to animals in pictures.,baby_might,baby,3.2.3
page_59.png,"Go on a nature walk to observe and describe bugs in the dirt, leaves falling off the trees, or flowers starting to bloom.",teacher_can,teacher,3.2.1
page_59.png,Supervise model and teach respect for plants insects and animals.,teacher_can,teacher,3.2.2
page_59.png,Provide opportunities to listen to the sounds of nature. (For example: wind chimes blowing in the wind rain and nature recordings etc.).,teacher_can,teacher,3.2.3
page_59.png,"Play games such as ""Hide and Seek"" by saying ""Can you hide your eyes?"" or ""Where are your ears? or Where are my ears?""",teacher_can,teacher,3.2.4
page_59.png,"Provide books and pictures of animals. Describe how they look feel sound etc. Pretend to hold a kitten and say ""Oh how soft."" ; a puppy and say ""My puppy wiggles.""",teacher_can,teacher,3.2.5
page_48.png,statement,type,role,smartlevel
page_48.png,Toddler: 16-36 months,domain,,1
page_48.png,The Toddler May: Demonstrate and improve self-help skills.,standard,,1.1
page_48.png,Undress/dress first with assistance and later independently.,toddler_might,toddler,1.1.1.1
page_48.png,Provide adequate time during routines and transitions to support growing independence from undressing with assistance or without assistance.,teacher_can,teacher,1.1.1.1
page_48.png,Feed self.,toddler_might,toddler,1.1.1.2
page_48.png,"Provide dress-up clothing of an appropriate length, loose fitting, elasticized, oversized or has large zippers and buttons to practice dressing and undressing in the dramatic play area.",teacher_can,teacher,1.1.1.2
page_48.png,"Provide dressing dolls, and other activities with zippers, buttons, snaps and loop fasteners.",teacher_can,teacher,1.1.1.2
page_48.png,Provide child-size accessible sinks to encourage independent handwashing before and after eating.,teacher_can,teacher,1.1.1.2
page_48.png,Use child-sized unbreakable utensils and furniture.,teacher_can,teacher,1.1.1.2
page_48.png,"Serve meals family-style, respect ethnic and cultural diversity, value family input, and give opportunities to serve his/her own food.",teacher_can,teacher,1.1.1.2
page_48.png,Recognize young children are curious and may experiment with how to eat his/her food.,teacher_can,teacher,1.1.1.2
page_48.png,Invite children to sit together at the table for eating to provide social experience.,teacher_can,teacher,1.1.1.2
page_48.png,Respect individual eating needs.,teacher_can,teacher,1.1.1.2
page_48.png,Sit with the children to extend conversations and to model appropriate eating behaviors and table manners.,teacher_can,teacher,1.1.1.2
page_48.png,Learn to use the toilet,toddler_might,toddler,1.1.1.3
page_48.png,Provide very low potties or adaptive equipment to encourage independence.,teacher_can,teacher,1.1.1.3
page_48.png,Provide assistance as needed.,teacher_can,teacher,1.1.1.3
page_48.png,Understand this will be a progressive and regressive process.,teacher_can,teacher,1.1.1.3
page_48.png,Collaborate with families with understanding individual and cultural differences regarding toilet-learning readiness.,teacher_can,teacher,1.1.1.3
page_48.png,Work with family to provide manageable clothing. Support growing independence by offering positive reinforcement and being responsive to verbal and nonverbal signals.,teacher_can,teacher,1.1.1.3
page_48.png,Keep extra clothing to use as needed.,teacher_can,teacher,1.1.1.3
page_48.png,Assist with simple tasks.,toddler_might,toddler,1.1.1.4
page_48.png,Provide access to sinks to encourage independent handwashing after toileting.,teacher_can,teacher,1.1.1.4
page_48.png,"Provide opportunities and encouragement to pick up and put away toys, set the table, wipe the table, clean spills, fold dish cloths, etc.",teacher_can,teacher,1.1.1.4
page_48.png,Care for body.,toddler_might,toddler,1.1.1.5
page_48.png,"Assist with learning how to wipe nose, brush teeth, properly wash and dry hands, etc. as needed.",teacher_can,teacher,1.1.1.5
page_48.png,Begin to self-regulate need for sleep.,toddler_might,toddler,1.1.1.6
page_48.png,Make provisions for a times when a quiet space or earlier naptime may be needed.,teacher_can,teacher,1.1.1.6
page_48.png,Create a ritual around naptime and going to sleep. Start the ritual by dimming the lights; playing soft music; the room so it suggests sleeping rather than play. The atmosphere is subdued and hushed to signal the transition.,teacher_can,teacher,1.1.1.6
page_60.png,statement,type,role,smartlevel
page_60.png,Toddler: 16-36 months,age_range,,1.1
page_60.png,The Toddler May: Explore and investigate physical properties of living things.,standard,,1.1.1
page_60.png,Begin to understand characteristics of their environment.,baby_might,baby,1.1.1.1
page_60.png,Take advantage of everyday events to talk about nature and science. (For example: changing weather a growing pony sounds made by animals or the weather etc.).,teacher_can,teacher,1.1.1.1
page_60.png,Identify external characteristics of living and non-living things.,baby_might,baby,1.1.1.2
