filename,Code,statement,type,SmartLevel,
page_52.png,HPD-7o,Name people who help children stay healthy. HPD-7o,developmental_indicator,1.1.4.6,
page_52.png,HPD-7p,"Use adaptive equipment, ask for help with positioning and movement, and/or participate in medical care routines as needed. HPD-7p",developmental_indicator,1.1.5.1,
page_52.png,HPD-7q,Dress and undress themselves independently. HPD-7q,developmental_indicator,1.1.5.2,
page_52.png,HPD-7r,"Gain independence in hygiene practices (throw tissues away and wash hands, flush toilet). HPD-7r",developmental_indicator,1.1.5.3,
page_52.png,HPD-7s,Eat with a fork. HPD-7s,developmental_indicator,1.1.5.4,
page_52.png,HPD-7t,Perform tasks to maintain the indoor and outdoor learning environment independently. HPD-7t,developmental_indicator,1.1.5.5,
page_55.png,Goal HPD-8,Children develop awareness of basic safety rules and begin to follow them.,goal,1.1,
page_55.png,HPD-8a,"Show trust in familiar caregivers (calm down with adult help, make eye contact with caregivers).",developmental_indicator,1.1.1.1,
page_55.png,HPD-8b,Notice and imitate adults' reactions to new people and situations.,developmental_indicator,1.1.1.2,
page_55.png,HPD-8c,Watch for adult reactions to unfamiliar things or situations (look to adults for cues of a dangerous person or thing).,developmental_indicator,1.1.2.1,
page_55.png,HPD-8d,Show some caution about unfamiliar and/or unsafe situations.,developmental_indicator,1.1.2.2,
page_55.png,HPD-8e,"Respond to simple warnings that prevent harm (""Stop!"" ""Hot!"" ""Wait!"").",developmental_indicator,1.1.2.3,
page_55.png,HPD-8f,"Remember cause and effect experiences and apply their experiences to future situations (avoid touching cold railing, walk slowly or carefully up or down hill where fall happened).",developmental_indicator,1.1.3.1,
page_55.png,HPD-8g,Increase self-control over their impulses (remind self not to touch something; wait for adult vs. running ahead).,developmental_indicator,1.1.3.2,
page_55.png,HPD-8h,"With guidance, recognize and avoid situations that might cause harm.",developmental_indicator,1.1.3.3,
page_55.png,HPD-8i,"Know what their bodies can do, and play within their abilities to avoid injury to self or others.",developmental_indicator,1.1.4.1,
page_55.png,HPD-8j,Usually recognize and avoid objects and situations that might cause harm.,developmental_indicator,1.1.4.2,
page_55.png,HPD-8k,Usually follow basic safety rules.,developmental_indicator,1.1.4.3,
page_55.png,HPD-8l,Call a trusted adult when someone gets injured or is in an unsafe situation.,developmental_indicator,1.1.4.4,
page_55.png,HPD-8m,Avoid potentially dangerous behaviors.,developmental_indicator,1.1.5.1,
page_55.png,HPD-8n,"Consistently recognize and avoid people, objects, substances, activities, and environments that might cause harm.",developmental_indicator,1.1.5.2,
page_55.png,HPD-8o,Independently follow basic safety rules.,developmental_indicator,1.1.5.3,
page_55.png,HPD-8p,"Identify people who can help them in the community (police, firefighter, nurse).",developmental_indicator,1.1.5.4,
page_6.png,APL-4a,"Use everyday household objects for play (spoons, pots and pans, plastic bowls).",developmental_indicator,1.4.1.1,
page_6.png,APL-4b,Try a familiar action with a new object or person (try to bounce a block...,developmental_indicator,1.4.1.2,
page_6.png,APL-4c,React to unexpected events with laughter and interest.,developmental_indicator,1.4.1.3,
page_6.png,APL-4d,"Do new things with familiar objects or combine objects in unusual ways (use a dress-up boa as a snake, pound a drum with a plastic bottle, try to stack bears).",developmental_indicator,1.4.2.1,
page_6.png,APL-4e,"Do new things with familiar objects or combine them in unusual ways (use a dress-up boa as a snake, pound a drum with a plastic bottle, try to stack bears).",developmental_indicator,1.4.3.1,
page_6.png,APL-4f,Pretend to be somebody or something other than themselves.,developmental_indicator,1.4.3.2,
page_6.png,APL-4g,Pretend one object is really something different (use Legos® as food while stirring a pot).,developmental_indicator,1.4.3.3,
page_6.png,APL-4h,Offer new ideas about how to do or make things.,developmental_indicator,1.4.4.1,
page_6.png,APL-4i,"Add new actions, props, or dress-up items to pretend play.",developmental_indicator,1.4.4.2,
page_6.png,APL-4l,Plan play scenarios (dramatic play...,developmental_indicator,1.4.5.1,
page_6.png,APL-4m,Expand the variety of roles taken during dramatic play...,developmental_indicator,1.4.5.2,
page_6.png,APL-4n,Use materials or actions in increasingly varied and resourceful ways to represent experiences or ideas.,developmental_indicator,1.4.5.3,
page_6.png,APL-4o,Make up stories...,developmental_indicator,1.4.5.4,
page_64.png,Goal LDC-1,Children understand communications from others.,goal,1.1,
page_64.png,LDC-1a,"Engage in individual and reciprocal sound exploration and play (make ""raspberries"" or other sounds with someone). LDC-1a",developmental_indicator,1.1.1.1,
page_64.png,LDC-1b,"Show interest in voices, and focus on speech directed at them. LDC-1b",developmental_indicator,1.1.1.2,
page_64.png,LDC-1c,Respond to different tones in speech directed at them. LDC-1c,developmental_indicator,1.1.1.3,
page_64.png,LDC-1d,"Respond to simple requests (""Come here."" or ""Do you want more?""). LDC-1d",developmental_indicator,1.1.1.4,
page_64.png,LDC-1e,Respond to others by using words or signs. LDC-1e,developmental_indicator,1.1.2.1,
page_64.png,LDC-1f,"Respond to gestures, facial expressions, tone of voice, and some words that show emotions. LDC-1f",developmental_indicator,1.1.2.2,
page_64.png,LDC-1g,"Follow simple directions and/or visual cues (""Put your pillow on the mat."" ""Please sit by me.""). LDC-1g",developmental_indicator,1.1.2.3,
page_64.png,LDC-1h,"Respond when others talk to them, using a larger variety of words or signs. LDC-1h",developmental_indicator,1.1.3.1,
page_64.png,LDC-1i,"Respond to gestures, facial expressions, tone of voice, and some words that show emotions. LDC-1i",developmental_indicator,1.1.3.2,
page_64.png,LDC-1j,"Follow two-step directions with visual cues if needed (""Pick up the paper and put it in the trash."" ""Get your cup and put it on the table.""). LDC-1j",developmental_indicator,1.1.3.3,
page_64.png,LDC-1k,Show understanding of increasingly complex sentences. LDC-1k,developmental_indicator,1.1.4.1,
page_64.png,LDC-1l,"With prompting and support, respond to requests for information or action. LDC-1l",developmental_indicator,1.1.4.2,
page_64.png,LDC-1m,Follow simple multistep directions with visual cues if needed. LDC-1m,developmental_indicator,1.1.4.3,
page_64.png,LDC-1n,Show understanding of increasingly complex sentences. LDC-1n,developmental_indicator,1.1.5.1,
page_64.png,LDC-1o,Respond to requests for information or action. LDC-1o,developmental_indicator,1.1.5.2,
page_64.png,LDC-1p,Follow more detailed multistep directions. LDC-1p,developmental_indicator,1.1.5.3,
page_65.png,Goal LDC-2,Children participate in conversations with peers and adults in one-on-one  small  and larger group interactions.,goal,1.2,
page_65.png,,"Respond differently to facial expressions and tones of voice. LDC-2aPay brief attention to the same object the caregiver is looking at. LDC-2bEngage in turn taking during social and vocal play with adults and other children (babbling, imitating facial expressions, repeating sounds from languages they hear). LDC-2c",developmental_indicator,1.2.1.1,
page_65.png,,Establish joint attention by looking at an object  at their caregiver  and back at the object. LDC-2dRespond to and initiate dialogue with another person. LDC-2eUse movement or behavior to initiate interaction with another person. LDC-2f,developmental_indicator,1.2.2.1,
page_65.png,,Engage in short dialogues of a few turns. LDC-2gAsk questions or use verbal or nonverbal cues to initiate communication with another. LDC-2h,developmental_indicator,1.2.3.1,
page_65.png,,Demonstrate an understanding that people communicate in many ways (gestures  facial expressions  multiple spoken languages  sign language  augmentative communication). LDC-2iInitiate and carry on conversations  and ask questions about things that interest them. LDC-2jWith prompting and support  make comments and ask questions related to the topic of discussion. LDC-2k,developmental_indicator,1.2.4.1,
page_65.png,,"Express an understanding that people communicate in many ways (gestures  facial expressions, multiple spoken languages  sign language  and augmentative communication). LDC-2lInitiate and carry on conversations that involve multiple back and forth communications between the persons involved in the conversation. LDC-2mInitiate and participate in conversations related to interests of their own or the persons they are communicating with. LDC-2nParticipate in a group discussion, making comments and asking questions related to the topic. LDC-2oAppreciate and use humor. LDC-2p",developmental_indicator,1.2.5.1,
page_66.png,Goal LDC-3,Children ask and answer questions in order to seek help get information or clarify something that is not understood.,goal,1.1,
page_66.png,,Respond to simple statements and questions about pictures  play  people  and things that are happening.,developmental_indicator,1.1.1.1,
page_66.png,,"Answer simple questions (""What is she doing?"" ""What happened to the bear in the story?"").",developmental_indicator,1.1.2.1,
page_66.png,LDC-3b,Use simple sentences or questions to ask for things (e.g. people  actions  objects  pets) or gain information.,developmental_indicator,1.1.2.2,
page_66.png,,"Answer simple questions (""What is she doing?"" ""What happened to the bear in the story?"").",developmental_indicator,1.1.3.1,
page_66.png,LDC-3c,Use simple sentences or questions to ask for things (e.g. people  actions objects  pets) or gain information.,developmental_indicator,1.1.3.2,
page_66.png,LDC-3d,Answer longer questions using more detail.,developmental_indicator,1.1.4.1,
page_66.png,,Use sentences or questions to ask for things (people  actions  objects  pets) or gain information.,developmental_indicator,1.1.4.2,
page_66.png,,"Answer more complex questions with more explanation (""I didn't like camping out because it rained."" ""Emily is my friend because she's nice to me."").",developmental_indicator,1.1.5.1,
page_66.png,LDC-3f,Ask specific questions to learn more about their world  understand tasks  and solve problems.,developmental_indicator,1.1.5.2,
page_66.png,LDC-3g,Ask specific questions to learn more about their world  understand tasks  and solve problems.,developmental_indicator,1.1.5.3,
page_67.png,LDC-4a,"Repeat actions that mean something specific (lift arms to be picked up, point at desired toys). LDC-4a",developmental_indicator,1.4.1.1,
page_67.png,LDC-4b,"Make different sounds for different purposes (whimper when wet, cry loudly when hungry). LDC-4b",developmental_indicator,1.4.1.2,
page_67.png,LDC-4c,"""Jabber"" and pretend to talk using many sounds or signs from the languages used around them. LDC-4c",developmental_indicator,1.4.1.3,
page_67.png,LDC-4d,"Communicate through facial expressions, sounds, and gestures to show feelings and ideas. LDC-4d",developmental_indicator,1.4.2.1,
page_67.png,LDC-4e,"Expect others to understand them and show frustration, often through their behavior, if not understood. LDC-4e",developmental_indicator,1.4.2.2,
page_67.png,LDC-4g,"Communicate messages with expression, tone, and inflection using 2-3 words. LDC-4f",developmental_indicator,1.4.3.1,
page_67.png,LDC-4g,Use speech that is understood most of the time by familiar listeners. LDC-4g,developmental_indicator,1.4.3.2,
page_67.png,LDC-4h,"Communicate messages with expression, tone, and inflection appropriate to the situation. LDC-4h",developmental_indicator,1.4.4.1,
page_67.png,LDC-4i,Speak clearly enough to be understood by familiar adults and children. LDC-4i,developmental_indicator,1.4.4.2,
page_67.png,LDC-4j,"Use language and nonverbal cues to communicate thoughts, beliefs, feelings, and intentions. LDC-4j",developmental_indicator,1.4.5.1,
page_67.png,LDC-4k,"Adapt their communication to meet social expectations (speak quietly in library, speak politely to older relative). LDC-4k",developmental_indicator,1.4.5.2,
page_67.png,LDC-4l,Speak clearly enough to be understood by most people. LDC-4l,developmental_indicator,1.4.5.3,
page_68.png,Goal LDC-5,"Children describe familiar people, places, things, and events.",goal,1.1,
page_68.png,LDC-5a,"Act out familiar scenes and events, and imitate familiar people.",developmental_indicator,1.1.1.1,
page_68.png,LDC-5b,"Talk to themselves and others about what they are ""working on,"" what they are doing, routines, and events of the day.",developmental_indicator,1.1.2.1,
page_68.png,LDC-5c,"Use dramatic play to act out familiar scenes and events, and imitate familiar people.",developmental_indicator,1.1.2.2,
page_68.png,LDC-5d,"Talk to themselves and others about what they are ""working on,"" what they are doing, routines, and events of the day.",developmental_indicator,1.1.3.1,
page_68.png,LDC-5d,"Talk to themselves and others about what they are ""working on,"" what they are doing, routines, and events of the day.",developmental_indicator,1.1.4.1,
page_68.png,LDC-5e,Describe experiences and create and/or retell short narratives.,developmental_indicator,1.1.4.2,
page_68.png,LDC-5f,Describe experiences and create and/or retell longer narratives.,developmental_indicator,1.1.5.1,
page_69.png,Goal LDC-6,Children use most grammatical constructions of their home language well.,goal,1.1,
page_69.png,LDC-6b,'Jabber' and pretend to talk using many sounds or signs from the languages used around them to communicate.,developmental_indicator,1.1.1.2,
page_69.png,LDC-6c,'Jabber' and put together vocalizations in a way that sounds similar to the rhythm and flow of their home language.,developmental_indicator,1.1.2.1,
page_69.png,LDC-6d,Use a few words to communicate (make requests and ask questions).,developmental_indicator,1.1.2.2,
page_69.png,LDC-6e,Communicate in short sentences that follow the word order of their home language.,developmental_indicator,1.1.3.1,
page_69.png,LDC-6f,Combine two and three words.,developmental_indicator,1.1.3.2,
page_69.png,LDC-6g,"Communicate in longer sentences and use more conventional grammar in their home language (plurals, tenses, prepositions).",developmental_indicator,1.1.4.1,
page_69.png,LDC-6h,Speak in full sentences that are grammatically correct most of the time.,developmental_indicator,1.1.5.1,
page_69.png,LDC-6i,"Make grammatical errors that follow language rules (say, mouses"" instead of ""mice"").""",developmental_indicator,1.1.5.2,
page_70.png,Goal LDC-7,Children respond to and use a growing vocabulary.,goal,1.1,
page_70.png,LDC-7a,"Make specific sounds, facial expressions, and/or gestures for certain people and objects. LDC-7a",developmental_indicator,1.1.1.1,
page_70.png,LDC-7b,"Imitate sounds, words, and gestures. LDC-7b",developmental_indicator,1.1.1.2,
page_70.png,LDC-7c,Recognize spoken or signed words for common items. LDC-7c,developmental_indicator,1.1.1.3,
page_70.png,LDC-7d,"Show steady increase in words used (e.g., name family members and familiar objects). LDC-7d",developmental_indicator,1.1.2.1,
page_70.png,LDC-7f,"Imitate parts of familiar songs, chants, or rhymes. LDC-7f",developmental_indicator,1.1.2.2,
page_70.png,LDC-7f,Respond to simple words and phrases that they hear often. LDC-7f,developmental_indicator,1.1.2.3,
page_70.png,LDC-7g,"Use several words to make requests (e.g., ""done,"" ""wannit,"" ""please"") as well as to label people and objects. LDC-7g",developmental_indicator,1.1.2.4,
page_70.png,LDC-7d,Use new words each day and have a word for almost all familiar people objects actions and conditions (hot rainy sleepy). LDC-7d,developmental_indicator,1.1.3.1,
page_70.png,LDC-7i,"Participate in or repeat familiar songs, chants, or rhymes. LDC-7i",developmental_indicator,1.1.3.2,
page_70.png,LDC-7j,"Show they understand many new words and a variety of concepts (big and little, in and out). LDC-7j",developmental_indicator,1.1.3.3,
page_70.png,LDC-7k,"Repeat familiar songs, chants, or rhymes. LDC-7k",developmental_indicator,1.1.4.1,
page_70.png,LDC-7l,Use more than one word for the same object and use words for parts of objects (e.g. dog beagle Rover; arm leg). LDC-7l,developmental_indicator,1.1.4.2,
page_70.png,LDC-7m,"Make up names for things using words they know (e.g., dog doctor for veterinarian). LDC-7m",developmental_indicator,1.1.4.3,
page_70.png,LDC-7n,Use many kinds of cues in the environment to figure out what words mean. LDC-7n,developmental_indicator,1.1.4.4,
page_70.png,LDC-7k,"Repeat familiar songs, chants, or rhymes. LDC-7k",developmental_indicator,1.1.5.1,
page_70.png,LDC-7o,Use a growing vocabulary that includes many different kinds of words to express ideas clearly. LDC-7p,developmental_indicator,1.1.5.2,
page_70.png,LDC-7q,"Infer the meaning of different kinds of new words from the context in which they are used (for example, hear ""sandals"" and ""boots"" used to describe two pairs of shoes, and infer that the unfamiliar shoes must be sandals because they know that the other pair of shoes are boots). LDC-7q",developmental_indicator,1.1.5.3,
page_75.png,Goal LDC-8,Children develop interest in books and motivation to read.,goal,1.1,
page_75.png,LDC-8a,Pat and chew on tactile books. LDC-8a,developmental_indicator,1.1.1.1,
page_75.png,LDC-8b,Look at pictures of faces and simple objects. LDC-8b,developmental_indicator,1.1.1.2,
page_75.png,LDC-8c,"Listen to simple and repetitive books, stories, and songs. LDC-8c",developmental_indicator,1.1.1.3,
page_75.png,LDC-8e,"Show interest in books (e.g., tactile and picture books). LDC-8e",developmental_indicator,1.1.2.2,
page_75.png,LDC-8f,"Listen to simple and repetitive books, stories, and songs for a brief period of time. LDC-8f",developmental_indicator,1.1.2.3,
page_75.png,LDC-8g,"Carry books around, ""name"" them, and select books for adults to read out loud. LDC-8g",developmental_indicator,1.1.2.4,
page_75.png,LDC-8h,"Engage in reading behaviors independently (choose books, turn pages but not always in order, tell the story). LDC-8h",developmental_indicator,1.1.3.1,
page_75.png,LDC-8i,"Listen for short periods of time to storybooks, informational books stories, poetry, songs and finger plays. LDC-8i",developmental_indicator,1.1.3.2,
page_75.png,LDC-8j,"Engage in reading behaviors independently (choose books, turn pages but not always in order, tell the story). LDC-8j",developmental_indicator,1.1.4.1,
page_75.png,LDC-8k,"Show an interest in books, other print, and reading-related activities. LDC-8k",developmental_indicator,1.1.4.2,
page_75.png,LDC-8l,"Listen to and discuss storybooks, simple information books, and poetry. LDC-8l",developmental_indicator,1.1.4.3,
page_75.png,LDC-8m,"Engage in reading behaviors independently with increased regularity, longer periods of time. LDC-8m",developmental_indicator,1.1.5.1,
page_75.png,LDC-8n,Use and share books and print in their play. LDC-8n,developmental_indicator,1.1.5.2,
page_75.png,LDC-8o,"Listen to and discuss increasingly complex storybooks, information books, and poetry. LDC-8o",developmental_indicator,1.1.5.3,
page_76.png,Goal LDC-9,Children comprehend and use information presented in books and other print media.,goal,1.9,
page_76.png,,Emerging,label,1.9.1.1,
page_76.png,,"• Chime in on a repeated line in a book while being read to by an adult. LDC-9d• Pretend to read familiar books from memory; repeat familiar phrases while looking at a book. LDC-9e• Begin to relate personal experiences to events described in familiar books. LDC-9f• Answer simple questions about stories. LDC-9g• Imitate the special language in storybooks and story dialogue (repetitive language patterns, sound effects, and words from familiar stories). LDC-9h",developmental_indicator,1.9.2.1,
page_76.png,,"• Imitate the special language in storybooks and story dialogue with some accuracy and detail. LDC-9i• With prompting and support, use books and other media that communicate information to learn about the world by looking at pictures, asking questions, and talking about the information. LDC-9j• Use their knowledge of the world (what things are, how things work) to make sense of stories and information texts. LDC-9k• Relate personal experiences to events described in familiar books, with prompting and support. LDC-9l• Ask questions about a story or the information in a book. LDC-9m• With prompting and support, discuss storybooks by responding to questions about what is happening and predicting what will happen next. LDC-9n",developmental_indicator,1.9.3.1,
page_76.png,,"• Imitate the special language in storybooks and story dialogue with some accuracy and detail. LDC-9i• With prompting and support, use books and other media that communicate information to learn about the world, and infer from illustrations, ask questions and talk about the information. LDC-9p• Use their knowledge of the world (what things are, how things work) to make sense of more challenging texts. LDC-9q• Relate personal experiences to an increasing variety of events described in familiar and new books. LDC-9r• Ask more focused and detailed questions about a story or the information in a book. LDC-9s• Discuss storybooks by responding to questions about what is happening and predicting what will happen next. LDC-9t",developmental_indicator,1.9.4.1,
page_76.png,,"• Imitate the special language in storybooks and story dialogue with accuracy and detail. LDC-9o• Use informational texts and other media to learn about the world, and infer from illustrations, ask questions and talk about the information. LDC-9p• Use knowledge of the world to make sense of more challenging texts. LDC-9q• Relate personal experiences to an increasing variety of events described in familiar and new books. LDC-9r• Ask more focused and detailed questions about a story or the information in a book. LDC-9s• Discuss storybooks by responding to questions about what is happening and predicting what will happen next. LDC-9t",developmental_indicator,1.9.5.1,
page_77.png,Goal LDC-10,Children develop book knowledge and print awareness.,goal,1.1,
page_77.png,LDC-10a,"Explore books and paper by tasting, mouthing, crumpling, banging, and patting. LDC-10a",developmental_indicator,1.10.1.1,
page_77.png,LDC-10b,Look at pictures while cuddling with caregiver. LDC-10b,developmental_indicator,1.10.1.2,
page_77.png,LDC-10d,"Identify some environmental print and logos (favorite cereal box, a sign for a familiar store). LDC-10d",developmental_indicator,1.10.1.3,
page_77.png,,"Turn pages (but not always in the right order); point to and label pictures in books; sometimes treat pictures as real (licking a picture of ice cream, rubbing ""fur"" of a cat in a book). LDC-10c",developmental_indicator,1.10.2.1,
page_77.png,,Older Toddlers,label,1.10.3,
page_77.png,LDC-10e,"Hold a book upright, turn some pages front to back (but not always in the right order), close book, and say, ""done"" or ""the end."" LDC-10e",developmental_indicator,1.10.3.1,
page_77.png,LDC-10f,"Demonstrate understanding of the differences between a variety of print (pretend to read a ""grocery list"" during play; say, ""I want chicken"" when looking at a menu). LDC-10f",developmental_indicator,1.10.3.2,
page_77.png,LDC-10g,"Demonstrate an understanding of realistic symbols such as photographs, and later abstract symbols such as signs and environmental print (know which pictures stand for which activities on a daily schedule; say, ""That means light"" when looking at a symbol of a light bulb located over the light switch). LDC-10g",developmental_indicator,1.10.3.3,
page_77.png,,Younger Preschoolers,label,1.10.4,
page_77.png,LDC-10h,"Hold a book upright while turning pages one by one front to back, but not always in order. LDC-10h",developmental_indicator,1.10.4.1,
page_77.png,LDC-10i,"With prompting and support, recognize print occurs in different forms and is used for a variety of functions (sign naming block structure, ""message"" on card for family member). LDC-10i",developmental_indicator,1.10.4.2,
page_77.png,LDC-10j,"Demonstrate an understanding that print can tell people what to do (such as print and symbols to organize classroom activities—where to store things, when they will have a turn). LDC-10j",developmental_indicator,1.10.4.3,
page_77.png,,Older Preschoolers,label,1.10.5,
page_77.png,LDC-10k,Hold a book upright while turning pages one by one from front to back. LDC-10k,developmental_indicator,1.10.5.1,
page_77.png,,"Recognize print in different forms for a variety of functions (a variety of signs for familiar stores to friend, pointing to print and saying, ""Those words tell the story.""). LDC-10l",developmental_indicator,1.10.5.2,
page_77.png,,Recognize print and symbols used to organize classroom activities (put toys in box with correct symbol and name; check sign-up sheet for popular center; check schedule to learn next activity). LDC-10m,developmental_indicator,1.10.5.3,
page_77.png,LDC-10n,"With prompting and support, run their finger under or over print as they pretend to read text. LDC-10n",developmental_indicator,1.10.5.4,
page_77.png,LDC-10o,"Demonstrate understanding of some basic print conventions (the concept of what a letter is, the concept of words, directionality of print). LDC-10o",developmental_indicator,1.10.5.5,
page_77.png,LDC-10p,Identify their name and the names of some friends when they see them in print. LDC-10p,developmental_indicator,1.10.5.6,
page_78.png,LDC-11a,Imitate and take turns with caregivers making different sounds. LDC-11a,developmental_indicator,1.11.1.1,
page_78.png,LDC-11b,"Focus on and enjoy playing with repetitive sounds, words, rhymes, and gestures. LDC-11b",developmental_indicator,1.11.2.1,
page_78.png,LDC-11c,Participate in rhyming games. LDC-11c,developmental_indicator,1.11.3.1,
page_78.png,LDC-11d,Notice sounds that are the same and different. LDC-11d,developmental_indicator,1.11.3.2,
page_78.png,LDC-11e,"Participate in experiences using rhythmic patterns in poems and songs using words, clapping, marching, and/or using instruments. LDC-11e",developmental_indicator,1.11.3.3,
page_78.png,LDC-11f,"Participate in experiences with songs, poems, and books that have rhyme and wordplay, and learn words well enough to complete refrains and fill in missing words and sounds. LDC-11f",developmental_indicator,1.11.4.1,
page_78.png,LDC-11g,"Repeat rhythmic patterns in poems and songs using words, clapping, marching, and/or using instruments. LDC-11g",developmental_indicator,1.11.4.2,
page_78.png,LDC-11h,"Play with the sounds of language and begin to identify rhymes (make up silly-sounding words, repeat rhyming words). LDC-11h",developmental_indicator,1.11.4.3,
page_78.png,LDC-11i,"Enjoy rhymes and wordplay, and sometimes add their own variations. LDC-11i",developmental_indicator,1.11.5.1,
page_78.png,LDC-11j,"Repeat a variety of rhythmic patterns in poems and songs using words, clapping, marching, and/or instruments to repeat the rhythm or beat syllables. LDC-11j",developmental_indicator,1.11.5.2,
page_78.png,LDC-11k,"Play with the sounds of language, identify a variety of rhymes, create some rhymes, and recognize the first sounds in some words. LDC-11k",developmental_indicator,1.11.5.3,
page_78.png,LDC-11l,"Associate sounds with specific words, such as awareness that different words begin with the same sound. LDC-11l",developmental_indicator,1.11.5.4,
page_79.png,Goal LDC-12,Children begin to develop knowledge of the alphabet and the alphabetic principle.,goal,1.1,
page_79.png,LDC-12a,Demonstrate an interest in letters by asking about and/or naming some of them. LDC-12a,developmental_indicator,1.1.3.1,
page_79.png,LDC-12b,Demonstrate an interest in learning the alphabet. LDC-12b,developmental_indicator,1.1.4.1,
page_79.png,LDC-12c,"Recognize letters of the alphabet as a special category of print, different from pictures, shapes, and numerals. LDC-12c",developmental_indicator,1.1.4.2,
page_79.png,LDC-12d,"Recognize and name some letters of the alphabet, especially those in their own name. LDC-12d",developmental_indicator,1.1.4.3,
page_79.png,LDC-12e,Demonstrate an interest in learning the alphabet. LDC-12e,developmental_indicator,1.1.5.1,
page_79.png,LDC-12f,Show they know that letters function to represent sounds in spoken words. LDC-12f,developmental_indicator,1.1.5.2,
page_79.png,LDC-12g,"Recognize and name several letters of the alphabet, especially those in their own name and in the names of others who are important to them. LDC-12g",developmental_indicator,1.1.5.3,
page_79.png,LDC-12i,"Associate sounds with the letters at the beginning of some words, such as awareness that two words begin with the same letter and the same sound. LDC-12i",developmental_indicator,1.1.5.5,
page_82.png,Goal LDC-13,Children use writing and other symbols to record information and communicate for a variety of purposes.,goal,1.13,
page_82.png,,Infants,label,1.13.1,
page_82.png,LDC-13a,"Make marks, scribble, and paint (e.g., cover easel paper with big crayon or paint marks, make marks with marker or crayon).",developmental_indicator,1.13.1.1,
page_82.png,,Younger Toddlers,label,1.13.2,
page_82.png,LDC-13b,"Pretend to write in ways that mimic adult writing (e.g., scribble on paper while sitting with caregiver who is writing, hold phone to ear and make marks with pencil).",developmental_indicator,1.13.2.1,
page_82.png,,Older Toddlers,label,1.13.3,
page_82.png,LDC-13c,"Represent thoughts and ideas through marks, scribbles, drawings, and paintings (draw a picture of something they did during the day, indicate what they want for lunch with a mark under the picture of the food they want).",developmental_indicator,1.13.3.1,
page_82.png,,Younger Preschoolers,label,1.13.4,
page_82.png,LDC-13d,"With prompting and support, communicate their thoughts for an adult to write.",developmental_indicator,1.13.4.1,
page_82.png,LDC-13e,"Engage in writing behaviors that imitate real-life situations (e.g., make marks to take food order during pretend restaurant play).",developmental_indicator,1.13.4.2,
page_82.png,,Older Preschoolers,label,1.13.5,
page_82.png,LDC-13f,"Independently engage in writing behaviors for various purposes (e.g., write symbols or letters for names, use materials at writing center, write lists with symbols/letters in pretend play, write messages that include letters or symbols).",developmental_indicator,1.13.5.1,
page_82.png,LDC-13g,Communicate their thoughts for an adult to write.,developmental_indicator,1.13.5.2,
page_83.png,Goal LDC-14,Children use knowledge of letters in their attempts to write.,goal,1.1,
page_83.png,,Begin to use letters and approximations of letters to write their name. LC-14a,developmental_indicator,1.1.4.1,
page_83.png,,"Show they know that written words are made up of particular letters (point to the first letter of their own name, find the first letter of their own name in a list of letters). LC-14b",developmental_indicator,1.1.4.2,
page_83.png,,Use known letters and approximations of letters to write their own name and some familiar words. LC-14c,developmental_indicator,1.1.5.1,
page_84.png,Goal LDC-15,Children use writing skills and conventions.,goal,1.15,
page_84.png,,Infants,label,1.15.1,
page_84.png,LDC-15a,Hold marker or crayon with the fist. LC-15a,developmental_indicator,1.15.1.1,
page_84.png,LDC-15b,"Dot or scribble with crayons, may progress to vertical lines. LC-15b",developmental_indicator,1.15.1.2,
page_84.png,,Younger Toddlers,label,1.15.2,
page_84.png,LDC-15c,Explore a variety of tools that can be used for writing. LC-15c,developmental_indicator,1.15.2.1,
page_84.png,LDC-15d,"Scribble and/or imitate an adult's marks with markers, crayons, paints, etc. LC-15d",developmental_indicator,1.15.2.2,
page_84.png,LDC-15e,Transition from holding a crayon or marker in their fist to holding it between thumb and forefinger. LC-15e,developmental_indicator,1.15.2.3,
page_84.png,,Older Toddlers,label,1.15.3,
page_84.png,LDC-15f,"Use a variety of writing tools and materials with purpose and control (pencils, chalk, markers, crayons, paintbrushes, finger paint, computers). LC-15f",developmental_indicator,1.15.3.1,
page_84.png,LDC-15g,"Make marks they call ""writing"" that look different from drawings (vertical series of marks for a ""grocery list,"" horizontal line of marks for a ""story""). LC-15g",developmental_indicator,1.15.3.2,
page_84.png,LDC-15h,Play with writing letters and make letter-like forms. LC-15h,developmental_indicator,1.15.3.3,
page_84.png,,Younger Preschoolers,label,1.15.4,
page_84.png,LDC-15i,Use a variety of writing tools and materials with increasing precision. LC-15i,developmental_indicator,1.15.4.1,
page_84.png,LDC-15j,"Imitate adult writing conventions that they have observed (write groups of letter-like forms separated by spaces, try to write on a line, press Enter key on computer after typing a series of ""words""). LC-15j",developmental_indicator,1.15.4.2,
page_84.png,LDC-15k,Use some conventional letters in their writing. LC-15k,developmental_indicator,1.15.4.3,
page_84.png,,Older Preschoolers,label,1.15.5,
page_84.png,LDC-15l,Use a variety of writing tools and materials with increasing precision. LC-15l,developmental_indicator,1.15.5.1,
page_84.png,LDC-15m,"Imitate adult writing conventions that they have observed (write groups of letter-like forms separated by spaces, try to write on a line, press Enter key on computer after typing a series of ""words""). LC-15j",developmental_indicator,1.15.5.2,
page_84.png,LDC-15n,Use some conventional letters in their writing. LC-15k,developmental_indicator,1.15.5.3,
