Standard Code,Standard Label,Item Type,Sequence,Human Code,Full Statement
FS-6,Child demonstrates order and sequence,Developmental Progression,4.1.8.1.1,,"Responds to predictable routines (e.g., quieting during feeding or diaper changes)."
FS-6,Child demonstrates order and sequence,Developmental Progression,4.1.8.2.1,,"Attempts to repeat familiar order-based tasks, like putting objects back into a container."
FS-6,Child demonstrates order and sequence,Developmental Progression,4.1.8.3.1,,"Demonstrates emerging understanding of time-based sequences, such as “first snack, then nap.”"
FS-6,Child demonstrates order and sequence,Developmental Progression,4.1.8.4.1,,"Follows simple multi-step directions in order, such as “Put your shoes away, then sit down.”"
FS-6,Child demonstrates order and sequence,Developmental Progression,4.1.8.5.1,,"Sorts objects by one attribute (e.g., color or size) and places them in a specific order."
FS-6,Child demonstrates order and sequence,Developmental Progression,4.1.8.6.1,FS-6.a,"Completes more complex sequencing tasks, such as arranging picture cards to depict a story or lifecycle (e.g., caterpillar, cocoon, butterfly)."
MATH.7,Recognizes and begins to understand simple patterns.,Developmental Progression,4.2.1.1.1,MATH.7.A.1,"Recognizes repetitive patterns in sounds, such as lullabies."
MATH.7,Recognizes and begins to understand simple patterns.,Developmental Progression,4.2.1.2.1,MATH.7.B.1,"Responds to visual patterns, like stripes or checkers."
MATH.7,Recognizes and begins to understand simple patterns.,Developmental Progression,4.2.1.3.1,MATH.7.C.1,"Matches objects to continue a simple pattern (e.g., toy-car-toy)."
MATH.7,Recognizes and begins to understand simple patterns.,Developmental Progression,4.2.1.4.1,MATH.7.C.1,"Recognizes and extends AB patterns (e.g., red-blue-red-blue)."
MATH.7,Recognizes and begins to understand simple patterns.,Developmental Progression,4.2.1.5.1,MATH.7.E.1,Predicts what comes next in a simple pattern.
MATH.7,Recognizes and begins to understand simple patterns.,Developmental Progression,4.2.1.5.2,MATH.7.E.2,"Recognizes a simple pattern, and with adult assistance, fills in the missing element of a pattern."
MATH.7,Recognizes and begins to understand simple patterns.,Developmental Progression,4.2.1.5.3,MATH.7.E.4,"Creates, identifies, extends, and duplicates simple repeating patterns in different forms, such as with objects, numbers, sounds, and movements."
MATH.7,Recognizes and begins to understand simple patterns.,Developmental Progression,4.2.1.6.1,MATH.7.F.1,Creates Patterns
MATH.7,Recognizes and begins to understand simple patterns.,Developmental Progression,4.2.1.6.2,MATH.7.F.2,Fills in missing elements of simple patterns.
MATH.7,Recognizes and begins to understand simple patterns.,Developmental Progression,4.2.1.6.3,MATH.7.F.3,"Duplicates simple patterns in a different location than demonstrated, such as making the same alternating color pattern with blocks at a table that was demonstrated on the rug. Extends patterns, such as making an eight block tower of the same pattern that was demonstrated with four blocks."
MATH.7,Recognizes and begins to understand simple patterns.,Developmental Progression,4.2.1.6.4,MATH.7.F.4,"Identifies the core unit of sequentially repeating patterns, such as color in a sequence of alternating red and blue blocks."
FS-2,Creates and explores equal and unequal sets.,Developmental Progression,4.2.2.1.1,,"Notices changes in quantity, such as more or fewer toys."
FS-2,Creates and explores equal and unequal sets.,Developmental Progression,4.2.2.2.1,,"Pairs similar items (e.g., matching a spoon with a bowl)."
FS-2,Creates and explores equal and unequal sets.,Developmental Progression,4.2.2.3.1,,Recognizes when two groups differ in quantity.
FS-2,Creates and explores equal and unequal sets.,Developmental Progression,4.2.2.4.1,,"Creates equal or unequal sets intentionally (e.g., “I have more cars than trucks!”)."
FS-2,Creates and explores equal and unequal sets.,Developmental Progression,4.2.2.5.1,,Matches and creates equal sets with guidance
FS-2,Creates and explores equal and unequal sets.,Developmental Progression,4.2.2.6.1,,Adjusts unequal sets to make them equal by adding or removing items
MATH.9,"Identifies, describes, compares, and composes shapes.",Developmental Progression,4.3.1.1.1,MATH.9.A.1,"Looks at and tracks simple shapes, such as circles or squares."
MATH.9,"Identifies, describes, compares, and composes shapes.",Developmental Progression,4.3.1.2.1,MATH.9.B.1,Reaches for or plays with toys of distinct shapes.
MATH.9,"Identifies, describes, compares, and composes shapes.",Developmental Progression,4.3.1.3.1,MATH.9.C.1,"Sorts objects by shape (e.g., circle blocks versus square blocks)."
MATH.9,"Identifies, describes, compares, and composes shapes.",Developmental Progression,4.3.1.4.1,MATH.9.D.1,Identifies and names common shapes like “circle” and “triangle.”
MATH.9,"Identifies, describes, compares, and composes shapes.",Developmental Progression,4.3.1.5.1,MATH.9.E.1,"Recognizes and names typical circle, square, and sometimes a triangle. With adult support, matches some shapes that are different sizes and orientations."
MATH.9,"Identifies, describes, compares, and composes shapes.",Developmental Progression,4.3.1.5.2,MATH.9.E.2,Describes shapes with basic language
MATH.9,"Identifies, describes, compares, and composes shapes.",Developmental Progression,4.3.1.5.3,MATH.9.E.3,Recognizes and compares a greater number of shapes of different sizes and orientations. Begins to identify sides and angles as distinct parts of shapes.
MATH.9,"Identifies, describes, compares, and composes shapes.",Developmental Progression,4.3.1.6.1,MATH.9.F.1,"Names and describes shapes in terms of length of sides, number of sides, and number of angles."
MATH.9,"Identifies, describes, compares, and composes shapes.",Developmental Progression,4.3.1.6.2,MATH.9.F.2,"Analyzes, compares and sorts two and three-dimensional shapes and objects in different sizes. Describes their similarities, differences, and other attributes, such as size and shape."
MATH.9,"Identifies, describes, compares, and composes shapes.",Developmental Progression,4.3.1.6.3,MATH.9.F.3,Creates and builds shapes from components.
MATH.10,Explores positions of objects in space.,Developmental Progression,4.3.2.1.1,MATH.10.A.1,"Reaches for objects placed in different positions (e.g., above, beside, or in front)."
MATH.10,Explores positions of objects in space.,Developmental Progression,4.3.2.2.1,MATH.10.B.1,Searches for objects hidden under or behind others during play.
MATH.10,Explores positions of objects in space.,Developmental Progression,4.3.2.3.1,MATH.10.C.1,"Places objects in specific positions during play, such as stacking blocks in order or aligning cars."
MATH.10,Explores positions of objects in space.,Developmental Progression,4.3.2.4.1,MATH.10.D.1,Demonstrates understanding of positional words by correctly placing objects when instructed.
MATH.10,Explores positions of objects in space.,Developmental Progression,4.3.2.5.1,MATH.10.E.1,"Understands spatial vocabulary. With adult support, follows directions involving their own position in space, such as ""Stand up and stretch your arms to the sky."""
MATH.10,Explores positions of objects in space.,Developmental Progression,4.3.2.6.1,MATH.10.F.1,"Understands and uses language related to directionality, order, and the position of objects, including up/down, and in front/behind."
MATH.10,Explores positions of objects in space.,Developmental Progression,4.3.2.6.2,MATH.10.F.2,Recognizes shapes in real world
MATH.10,Explores positions of objects in space.,Developmental Progression,4.3.2.6.3,MATH.10.F.3,Identifies Geometric Shapes and Spatial Relations
MATH.11,Demonstrates classification of objects and materials.,Developmental Progression,4.3.3.1.1,,"Notices differences in textures, colors, or sizes of objects."
MATH.11,Demonstrates classification of objects and materials.,Developmental Progression,4.3.3.2.1,,"Recognizes and selects similar items during play (e.g., stacking all yellow rings)."
MATH.11,Demonstrates classification of objects and materials.,Developmental Progression,4.3.3.3.1,,"Matches simple objects, like socks or blocks, by similarity."
MATH.11,Demonstrates classification of objects and materials.,Developmental Progression,4.3.3.4.1,,"Sorts objects by two attributes, like size and color."
MATH.11,Demonstrates classification of objects and materials.,Developmental Progression,4.3.3.5.1,FS-1.a,"Child can distinguish between different categories (i.e., color, size, shape)."
MATH.11,Demonstrates classification of objects and materials.,Developmental Progression,4.3.3.5.2,FS-1.b,Child can group objects or pictures based on shared characteristics.
MATH.11,Demonstrates classification of objects and materials.,Developmental Progression,4.3.3.6.1,,"Identifies and compares object sizes, sorts and groups up to 5 objects based on characteristics like color, size, and shape, and demonstrates categorization skills."
MATH.11,Demonstrates classification of objects and materials.,Developmental Progression,4.3.3.6.2,,"Applies descriptive language abilities to differentiate and compare objects, supporting sorting and classification skills."
MATH.8,Measures objects using standard and non-standard units.,Developmental Progression,4.4.1.1.1,MATH.8.A.1,Explores objects of different sizes and weights by touching or mouthing.
MATH.8,Measures objects using standard and non-standard units.,Developmental Progression,4.4.1.2.1,MATH.8.B.1,Begins stacking objects of similar size.
MATH.8,Measures objects using standard and non-standard units.,Developmental Progression,4.4.1.3.1,MATH.8.C.1,Matches or lines up objects by size with support.
MATH.8,Measures objects using standard and non-standard units.,Developmental Progression,4.4.1.4.1,MATH.8.D.1,"Uses hands or other items to compare object sizes (e.g., “This block is longer”)."
MATH.8,Measures objects using standard and non-standard units.,Developmental Progression,4.4.1.5.1,MATH.8.E.1,"Uses measurable attributes to make comparisons, such as identifies objects as the same/different and more/less."
MATH.8,Measures objects using standard and non-standard units.,Developmental Progression,4.4.1.6.1,MATH.8.F.1,Recognizes and Names Time Words
MATH.8,Measures objects using standard and non-standard units.,Developmental Progression,4.4.1.6.2,MATH.8.F.2,Applies Time Words in Context
MATH.8,Measures objects using standard and non-standard units.,Developmental Progression,4.4.1.6.3,MATH.8.F.3,Differentiates Between Time Words
MATH.8,Measures objects using standard and non-standard units.,Developmental Progression,4.4.1.6.4,MATH.8.F.4,"Measures using the same unit, such as putting together snap cubes to see how tall a book is."
MATH.8,Measures objects using standard and non-standard units.,Developmental Progression,4.4.1.6.5,MATH.8.F.5,Child recognizes and compares capacity based on how much space exists within an object.
MATH.8,Measures objects using standard and non-standard units.,Developmental Progression,4.4.1.6.6,MATH.8.F.6,"Compares or orders up to 5 objects based on their measurable attributes, such as height or weight."
MATH.8,Measures objects using standard and non-standard units.,Developmental Progression,4.4.1.6.7,MATH.8.F.7,"Uses comparative language, such as shortest, heavier, or biggest."
SCI.1,"Explores and describes objects, materials, and events.",Developmental Progression,5.1.1.1.1,SCI.1.A,Reaches out to touch and explore objects with different textures.
SCI.1,"Explores and describes objects, materials, and events.",Developmental Progression,5.1.1.2.1,SCI.1.B.1,"Watches and tracks events, like a ball rolling or water flowing."
SCI.1,"Explores and describes objects, materials, and events.",Developmental Progression,5.1.1.3.1,SCI.1.C.1,"Describes basic features of objects, such as color or shape."
SCI.1,"Explores and describes objects, materials, and events.",Developmental Progression,5.1.1.4.1,SCI.1.D.1,Uses simple descriptive language to share observations.
SCI.1,"Explores and describes objects, materials, and events.",Developmental Progression,5.1.1.5.1,SCI.1.E.1,"Uses the five senses to observe objects, materials, organisms, and events. Provides simple verbal or signed descriptions. With adult support, represents observable phenomena, such as draws a picture."
SCI.1,"Explores and describes objects, materials, and events.",Developmental Progression,5.1.1.5.2,SCI.1.E.2,Demonstrates Basic Observation Techniques with Organisms and Events
SCI.1,"Explores and describes objects, materials, and events.",Developmental Progression,5.1.1.5.3,SCI.1.E.3,"Makes increasingly complex observations of objects, materials, organisms, and events. Provides greater detail in descriptions. Represents observable phenomena in more complex ways, such as pictures that include more detail."
SCI.1,"Explores and describes objects, materials, and events.",Developmental Progression,5.1.1.6.1,SCI.1.F.1,"Identifies, observes, describes, and discusses objects in the sky."
SCI.1,"Explores and describes objects, materials, and events.",Developmental Progression,5.1.1.6.2,SCI.1.F.2,"Identifies the five senses (smell, touch, sight, sound, taste) and uses them to make observations."
SCI.1,"Explores and describes objects, materials, and events.",Developmental Progression,5.1.1.6.3,SCI.1.F.3,"Uses observational tools to extend the five senses, such as a magnifying glass, microscope, binoculars, or stethoscope."
SCI.1,"Explores and describes objects, materials, and events.",Developmental Progression,5.1.1.6.4,SCI.1.F.4,"Describes observable phenomena using adjectives and labels, such as lemons taste sour and play dough feels sticky."
SCI.1,"Explores and describes objects, materials, and events.",Developmental Progression,5.1.1.6.5,SCI.1.F.5,"Represents observable phenomena with pictures, diagrams, and 3-D models."
SCI.2,Expresses curiosity and engages in simple conversations about science-related topics.,Developmental Progression,5.1.2.1.1,SCI.2.A.1,Makes sounds or gestures when interacting with new phenomena.
SCI.2,Expresses curiosity and engages in simple conversations about science-related topics.,Developmental Progression,5.1.2.2.1,SCI.2.B.1,Uses gestures or babbling to “comment” on objects of interest.
SCI.2,Expresses curiosity and engages in simple conversations about science-related topics.,Developmental Progression,5.1.2.3.1,SCI.2.C.1,Participates in back-and-forth exchanges about observable phenomena.
SCI.2,Expresses curiosity and engages in simple conversations about science-related topics.,Developmental Progression,5.1.2.4.1,SCI.2.D.1,"Attempts to answer simple questions, such as “What is it doing?”"
SCI.2,Expresses curiosity and engages in simple conversations about science-related topics.,Developmental Progression,5.1.2.5.1,SCI.2.E.1,Uses a greater number of scientific vocabulary words. Repeats new words offered by adults and may ask questions about unfamiliar words.
SCI.2,Expresses curiosity and engages in simple conversations about science-related topics.,Developmental Progression,5.1.2.5.2,SCI.2.E.2,Begins to use scientific vocabulary words with modeling and support from an adult. Sometimes repeats new words offered by adults.
SCI.2,Expresses curiosity and engages in simple conversations about science-related topics.,Developmental Progression,5.1.2.6.1,SCI.2.F.1,Demonstrates understanding of the importance of conservation
SCI.2,Expresses curiosity and engages in simple conversations about science-related topics.,Developmental Progression,5.1.2.6.2,SCI.2.F.2,"Uses scientific practice words or signs, such as observe, describe, compare, contrast, question, predict, experiment, reflect, cooperate, or measure."
SCI.2,Expresses curiosity and engages in simple conversations about science-related topics.,Developmental Progression,5.1.2.6.3,SCI.2.F.3,"Uses scientific content words when investigating and describing observable phenomena, such as parts of a plant, animal, or object."
SCI.3,Child compares and categorizes observable phenomena,Developmental Progression,5.1.3.1.1,SCI.3.A.1,"Explores objects through touch and mouthing, noticing variations."
SCI.3,Child compares and categorizes observable phenomena,Developmental Progression,5.1.3.2.1,SCI.3.B.1,Recognizes and points out differences between objects or materials.
SCI.3,Child compares and categorizes observable phenomena,Developmental Progression,5.1.3.3.1,SCI.3.C.1,"Uses basic words to compare phenomena (e.g., “big,” “small”)."
SCI.3,Child compares and categorizes observable phenomena,Developmental Progression,5.1.3.4.1,SCI.3.D.1,"Compares objects using descriptive language (e.g., “This is bigger”)."
SCI.3,Child compares and categorizes observable phenomena,Developmental Progression,5.1.3.5.1,SCI.3.E.1,"Sorts objects into groups based on simple attributes, such as color. With support, uses measurement tools to quantify similarities and differences of observable phenomena, such as when a child scoops sand into two containers and with adult assistance, determines which container holds more scoops."
SCI.3,Child compares and categorizes observable phenomena,Developmental Progression,5.1.3.5.2,SCI.3.E.3,"Sorts objects into groups based on more complex attributes, such as weight, sound, or texture. Uses measurement tools to assess the properties of and compare observable phenomena."
SCI.3,Child compares and categorizes observable phenomena,Developmental Progression,5.1.3.6.1,SCI.3.F.1,"Categorizes by sorting observable phenomena into groups based on attributes such as appearance, weight, function, ability, texture, odor, and sound.
 Uses measurement tools, such as a ruler, balance scale, eye dropper, unit blocks, thermometer, or measuring cup, to quantify similarities and differences of observable phenomena."
SCI.3,Child compares and categorizes observable phenomena,Developmental Progression,5.1.3.6.2,SCI.3.F.2,Explores and categorizes living things
SCI.4,"Shows curiosity, asks questions, and makes predictions.",Developmental Progression,5.2.1.1.1,SCI.4.A.1,Explores objects actively to learn more about them.
SCI.4,"Shows curiosity, asks questions, and makes predictions.",Developmental Progression,5.2.1.2.1,SCI.4.B.1,Reacts to changes or novel stimuli by turning head or vocalizing.
SCI.4,"Shows curiosity, asks questions, and makes predictions.",Developmental Progression,5.2.1.3.1,SCI.4.C.1,Looks for familiar objects or phenomena during exploration.
SCI.4,"Shows curiosity, asks questions, and makes predictions.",Developmental Progression,5.2.1.4.1,SCI.4.D.1,Gathers information by observing or interacting with phenomena.
SCI.4,"Shows curiosity, asks questions, and makes predictions.",Developmental Progression,5.2.1.5.1,SCI.4.E.1,"Asks simple questions. Uses adults as primary resources to gather information about questions. With adult support and modeling, makes simple predictions, such as ""I think that the golf ball will be heavier than the ping pong ball."""
SCI.4,"Shows curiosity, asks questions, and makes predictions.",Developmental Progression,5.2.1.6.1,SCI.4.F.2,"Asks questions that can be answered through an investigation, such as ""What do plants need to grow?"" or ""What countries do the children in our class come from?""."
SCI.4,"Shows curiosity, asks questions, and makes predictions.",Developmental Progression,5.2.1.6.2,SCI.4.F.3,Gathers information about a question by looking at books or discussing prior knowledge and observations.
SCI.4,"Shows curiosity, asks questions, and makes predictions.",Developmental Progression,5.2.1.6.3,SCI.4.F.4,Collects and represents data in a variety of ways based on ability.
SCI.4,"Shows curiosity, asks questions, and makes predictions.",Developmental Progression,5.2.1.6.4,SCI.4.F.5,Gathers information about a question by looking at books or discussing prior knowledge and observations.
SCI.4,"Shows curiosity, asks questions, and makes predictions.",Developmental Progression,5.2.1.6.5,SCI.4.F.6,"Makes predictions and brainstorms solutions based on background knowledge and experiences, such as ""I think that plants need water to grow."" or ""I think adding yellow paint to purple will make brown."""
SCI.5,Explores cause-and-effect through play and investigations.,Developmental Progression,5.2.2.1.1,SCI.5.A.1,Reaches for or explores objects with curiosity.
SCI.5,Explores cause-and-effect through play and investigations.,Developmental Progression,5.2.2.2.1,SCI.5.B.1,"Experiments with actions, such as dropping objects to see what happens."
SCI.5,Explores cause-and-effect through play and investigations.,Developmental Progression,5.2.2.3.1,SCI.5.C.1,"Participates in guided exploration, like mixing colors or textures"
SCI.5,Explores cause-and-effect through play and investigations.,Developmental Progression,5.2.2.4.1,SCI.5.D.1,"Completes simple experiments, like pouring water to observe movement"
SCI.5,Explores cause-and-effect through play and investigations.,Developmental Progression,5.2.2.5.1,SCI.5.E.1,Child gathers and uses data'
SCI.5,Explores cause-and-effect through play and investigations.,Developmental Progression,5.2.2.5.2,SCI.5.E.3,"With increasing independence, engages in some parts of conducting complex investigations or experiments. Increasingly able to articulate the steps that need to be taken to conduct an investigation. Uses more complex ways to gather and record data, such as with adult support, makes a graph that shows children's favorite snacks."
SCI.5,Explores cause-and-effect through play and investigations.,Developmental Progression,5.2.2.5.3,SCI.5.E.4,"With adult support, engages in simple investigations and experiments, such as building a ""bridge"" out of classroom materials and seeing how many dolls it will hold before it collapses. Records data with teacher assistance, mostly using pictures and marks on a page."
SCI.5,Explores cause-and-effect through play and investigations.,Developmental Progression,5.2.2.6.1,SCI.5.F.4,Articulates steps to be taken and lists materials needed for an investigation or experiment.
SCI.5,Explores cause-and-effect through play and investigations.,Developmental Progression,5.2.2.6.2,SCI.5.F.7,"Implements steps and uses materials to explore testable hypothesis, such as ""Do plants need water to grow?"" by planting seeds and giving water to some but not to others."
SCI.6,"Analyzes outcomes, draws conclusions, and shares discoveries.",Developmental Progression,5.2.3.1.1,SCI.6.A.1,Shows interest in changes in objects or surroundings.
SCI.6,"Analyzes outcomes, draws conclusions, and shares discoveries.",Developmental Progression,5.2.3.2.1,SCI.6.B.1,Explores cause and effect through repeated actions.
SCI.6,"Analyzes outcomes, draws conclusions, and shares discoveries.",Developmental Progression,5.2.3.3.1,SCI.6.C.1,"Shows simple understanding of results (e.g., “It fell down”)."
SCI.6,"Analyzes outcomes, draws conclusions, and shares discoveries.",Developmental Progression,5.2.3.4.1,SCI.6.D.1,Describes what happened after completing an experiment or activity.
SCI.6,"Analyzes outcomes, draws conclusions, and shares discoveries.",Developmental Progression,5.2.3.5.1,SCI.6.E.1,"With adult assistance, analyzes and interprets data. Draws conclusions and provides simple descriptions of results. For example, an adult suggests counting how many dolls can be supported by a bridge before it breaks and along with the children counts, ""One, two, three dolls. What happened when we put on the next doll?"" A child says, ""The bridge broke!"""
SCI.6,"Analyzes outcomes, draws conclusions, and shares discoveries.",Developmental Progression,5.2.3.5.2,SCI.6.E.2,"With increasing independence, analyzes and interprets data and draws conclusions."
SCI.6,"Analyzes outcomes, draws conclusions, and shares discoveries.",Developmental Progression,5.2.3.5.3,SCI.6.E.3,Compares results to initial prediction and generates new questions or designs.
SCI.6,"Analyzes outcomes, draws conclusions, and shares discoveries.",Developmental Progression,5.2.3.5.4,SCI.6.E.4,"Communicates results, solutions, and conclusions in increasingly complex ways through multiple methods."
SCI.6,"Analyzes outcomes, draws conclusions, and shares discoveries.",Developmental Progression,5.2.3.6.1,SCI.6.F.1,Identifies Different Types of Graphs
SCI.6,"Analyzes outcomes, draws conclusions, and shares discoveries.",Developmental Progression,5.2.3.6.2,SCI.6.F.2,Analyzes and interprets data with mathematical language and summarizes results of investigation.
SCI.6,"Analyzes outcomes, draws conclusions, and shares discoveries.",Developmental Progression,5.2.3.6.3,SCI.6.F.3,"Communicates results, solutions, and conclusions through a variety of methods, such as telling an adult that plants need water to grow or putting dots on a map that show the number of children from each country."
SCI.6,"Analyzes outcomes, draws conclusions, and shares discoveries.",Developmental Progression,5.2.3.6.4,SCI.6.F.4,Analyzes and interprets data and summarizes results of investigation.
,Explores and Investigates properties and changes in matter,Developmental Progression,5.3.1.1.1,,"Explores materials primarily through sensory exploration (touch, mouthing, and visual attention to changes)."
,Explores and Investigates properties and changes in matter,Developmental Progression,5.3.1.2.1,,Begins to notice simple differences in material properties such as texture or color.
,Explores and Investigates properties and changes in matter,Developmental Progression,5.3.1.3.1,,Manipulates objects during play to explore different material characteristics.
,Explores and Investigates properties and changes in matter,Developmental Progression,5.3.1.4.1,,"Engages in simple comparisons of materials (e.g., soft vs. hard, warm vs. cool)."
,Explores and Investigates properties and changes in matter,Developmental Progression,5.3.1.5.1,,Conducts basic investigations to observe changes in material properties.
,Explores and Investigates properties and changes in matter,Developmental Progression,5.3.1.6.1,SCI.4.F.1,Uses simple tools for investigating properties of materials
,Investigates sources of energy,Developmental Progression,5.3.2.1.1,,"Experiences energy in its most basic form through sensory cues (e.g., warmth from sunlight, movement of objects)."
,Investigates sources of energy,Developmental Progression,5.3.2.2.1,,Begins to notice differences in the environment that may indicate energy (such as light and sound).
,Investigates sources of energy,Developmental Progression,5.3.2.3.1,,"Explores energy sources through play, for instance, noticing moving shadows or changes in light."
,Investigates sources of energy,Developmental Progression,5.3.2.4.1,,"Begins to understand simple cause and effect related to energy (e.g., pushing objects to set things in motion)."
,Investigates sources of energy,Developmental Progression,5.3.2.5.1,,"Investigates energy sources with guidance, noting differences between natural and artificial forms of energy."
,Investigates sources of energy,Developmental Progression,5.3.2.6.1,SCI.5.F.2,"Identifies different sources, types and uses of energy"
,"Recognizes, explores and categorizes between living and nonliving things",Developmental Progression,5.4.1.1.1,,Observes differences between animate and inanimate objects through sensory interactions.
,"Recognizes, explores and categorizes between living and nonliving things",Developmental Progression,5.4.1.2.1,,"Begins to show awareness of differences, for example, reacting differently to a pet versus a toy."
,"Recognizes, explores and categorizes between living and nonliving things",Developmental Progression,5.4.1.3.1,,Interacts with living things (such as plants or animals) and starts to distinguish them from nonliving objects.
,"Recognizes, explores and categorizes between living and nonliving things",Developmental Progression,5.4.1.4.1,,Engages in simple categorization activities that sort objects as living or nonliving.
,"Recognizes, explores and categorizes between living and nonliving things",Developmental Progression,5.4.1.5.1,,Explores and sorts living versus nonliving objects based on observable characteristics.
,"Recognizes, explores and categorizes between living and nonliving things",Developmental Progression,5.4.1.6.1,SCI.5.E.2,Acquire scientific knowledge related to life science (properties of living things).
,Investigates and can explain life cycles,Developmental Progression,5.4.2.1.1,,"Observes repetitive changes in nature (e.g., day and night cycles)."
,Investigates and can explain life cycles,Developmental Progression,5.4.2.2.1,,Begins to notice recurring patterns in nature that suggest a cycle.
,Investigates and can explain life cycles,Developmental Progression,5.4.2.3.1,,"Experiences simple sequences in nature, such as the growth of a plant or changes in an animal's behavior."
,Investigates and can explain life cycles,Developmental Progression,5.4.2.4.1,,"Engages in activities that mimic life cycles (for example, planting a seed and watching it sprout)."
,Investigates and can explain life cycles,Developmental Progression,5.4.2.5.1,,Observes and describes the stages of life cycles with adult guidance.
,Investigates and can explain life cycles,Developmental Progression,5.4.2.6.1,SCI.5.F.5,"Child observes, describes, and discusses the life cycles of organisms."
,Understands and can explain relationships between living things/environments,Developmental Progression,5.4.3.1.1,,"Begins to notice interactions between people, animals, and the environment."
,Understands and can explain relationships between living things/environments,Developmental Progression,5.4.3.2.1,,Experiences living things in the immediate environment through sensory interactions.
,Understands and can explain relationships between living things/environments,Developmental Progression,5.4.3.3.1,,"Engages with natural elements (for example, caring for a pet) and shows interest in relationships."
,Understands and can explain relationships between living things/environments,Developmental Progression,5.4.3.4.1,,Participates in simple discussions about how living things depend on their surroundings.
,Understands and can explain relationships between living things/environments,Developmental Progression,5.4.3.5.1,,Explores and describes basic interactions between living things and their environments.
,Understands and can explain relationships between living things/environments,Developmental Progression,5.4.3.6.1,SCI.3.F.3,"Observes, investigates, describes, and discusses the characteristics of organisms."
,Explores the five senses and related phenomena,Developmental Progression,5.4.4.1.1,,"Explores the environment using basic sensory responses (looking, listening, touching)."
,Explores the five senses and related phenomena,Developmental Progression,5.4.4.2.1,,"Begins to differentiate among sensory experiences, noticing differences in sound, smell, or touch."
,Explores the five senses and related phenomena,Developmental Progression,5.4.4.3.1,,Uses the senses to interact with familiar objects and environments.
,Explores the five senses and related phenomena,Developmental Progression,5.4.4.4.1,,"Engages in simple exploration of sensory properties such as texture, taste, and sound."
,Explores the five senses and related phenomena,Developmental Progression,5.4.4.5.1,,Explores sensory information and begins to record observations with adult support.
,Explores the five senses and related phenomena,Developmental Progression,5.4.4.6.1,SCI.5.F.7,"Uses senses and simple tools to observe, gather, and record data, such as gathering data on where children's families are from and creating a graph that shows the number of children from different countries."
,Explores the five senses and related phenomena,Developmental Progression,5.4.4.6.2,SCI.5.F.1,Engage in play to explore the physical and natural world.
,Investigates earth materials,Developmental Progression,5.5.1.1.1,,Explores natural materials through tactile and visual experiences.
,Investigates earth materials,Developmental Progression,5.5.1.2.1,,Shows early interest in natural objects and their varying properties.
,Investigates earth materials,Developmental Progression,5.5.1.3.1,,Manipulates natural objects during play to experience different textures and consistencies.
,Investigates earth materials,Developmental Progression,5.5.1.4.1,,Begins to sort or group objects based on observable material characteristics.
,Investigates earth materials,Developmental Progression,5.5.1.5.1,,Explores differences in earth materials with guided inquiry.
,Investigates earth materials,Developmental Progression,5.5.1.6.1,SCI.5.F.3,Identifies and differentiates properties of materials and how they affect their environment and usage.
,Observe changes and objects in the earth and sky,Developmental Progression,5.5.2.1.1,,Observes natural changes (such as day/night cycles) through sensory experiences.
,Observe changes and objects in the earth and sky,Developmental Progression,5.5.2.2.1,,Begins to notice movement and changes in the sky and environment.
,Observe changes and objects in the earth and sky,Developmental Progression,5.5.2.3.1,,"Engages in simple observation activities related to sky and weather (e.g., noticing the sun's brightness)."
,Observe changes and objects in the earth and sky,Developmental Progression,5.5.2.4.1,,Participates in activities that highlight changes in weather and light.
,Observe changes and objects in the earth and sky,Developmental Progression,5.5.2.5.1,,Makes guided observations about objects in the sky and basic weather patterns.
,Observe changes and objects in the earth and sky,Developmental Progression,5.5.2.6.1,SCI.5.E.5,Acquire scientific knowledge related to earth science (properties of the earth and objects in the sky).
,Demonstrates environmental awareness and effects of weather on daily life,Developmental Progression,5.5.3.1.1,,"Experiences weather changes through basic sensory cues (temperature, wind)."
,Demonstrates environmental awareness and effects of weather on daily life,Developmental Progression,5.5.3.2.1,,Shows early awareness of outdoor conditions through observable reactions.
,Demonstrates environmental awareness and effects of weather on daily life,Developmental Progression,5.5.3.3.1,,"Interacts with weather-related changes during play (e.g., reacting to rain or wind)."
,Demonstrates environmental awareness and effects of weather on daily life,Developmental Progression,5.5.3.4.1,,Expresses simple observations about weather conditions when prompted.
,Demonstrates environmental awareness and effects of weather on daily life,Developmental Progression,5.5.3.5.1,,Discusses observable weather effects on daily life and the environment with adult support.
,Demonstrates environmental awareness and effects of weather on daily life,Developmental Progression,5.5.3.6.1,,Demonstrate the ability to observe and describe natural objects in the sky and to notice patterns of movement and apparent changes in the sun and the moon.
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.1.1,PMP.1.B.1,Lifts head during tummy time and begins rolling over.
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.2.1,PMP.1.A.1,"Crawls, pulls up to stand, and begins walking with support."
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.3.1,PMP.1.C.1,Walks steadily and runs with increasing confidence
PMP.1,"Develops control, strength, and coordination of large muscles.",Developmental Progression,6.1.1.4.1,PMP.1.D.1,Climbs stairs with alternating feet and jumps with both feet.
