Item Type,Sequence,Full Statement,Standard Sequence,Standard Label,Mokken Score
Developmental Progression,4.1.5.6.3,Uses objects/pictures to subtract objects from set 0-5,4.1.5,Connects numbers to quantities and experiments with writing numbers.,
Developmental Progression,4.1.5.6.4,"Recognizes and, with support, writes some numerals up to 10.",4.1.5,Connects numbers to quantities and experiments with writing numbers.,
Developmental Progression,4.1.6.1.1,"Watches as objects are added or removed (e.g., during play).",4.1.6,Understands addition as adding to and subtraction as taking away.,
Developmental Progression,4.1.6.2.1,"Reacts to changes in quantities, such as surprise when objects disappear.",4.1.6,Understands addition as adding to and subtraction as taking away.,
Developmental Progression,4.1.6.3.1,Combines or separates small groups of objects with guidance.,4.1.6,Understands addition as adding to and subtraction as taking away.,
Developmental Progression,4.1.6.4.1,"Adds or removes items during play (e.g., “I’ll give you two blocks”).",4.1.6,Understands addition as adding to and subtraction as taking away.,
Developmental Progression,4.1.6.5.1,Begins to add and subtract very small collections of objects in practical scenarios with adult support.,4.1.6,Understands addition as adding to and subtraction as taking away.,
Developmental Progression,4.1.6.5.2,"Solves addition problems by joining objects together and subtraction problems by separating, using manipulatives and fingers to represent objects.",4.1.6,Understands addition as adding to and subtraction as taking away.,
Developmental Progression,4.1.6.5.3,Can apply the concept of 'taking away from' when solving simple subtraction problems.,4.1.6,Understands addition as adding to and subtraction as taking away.,
Developmental Progression,4.1.6.6.1,"Represents addition and subtraction in different ways, such as with fingers, objects, and drawings.",4.1.6,Understands addition as adding to and subtraction as taking away.,
Developmental Progression,4.1.6.6.2,Solves addition and subtraction word problems. Adds and subtracts up to 5 to or from a given number.,4.1.6,Understands addition as adding to and subtraction as taking away.,
Developmental Progression,4.1.6.6.3,"With adult assistance, begins to use counting on from the larger number for addition. For example, when adding a group of 3 and a group of 2, counts ""One, two, three..."" and then counts on ""Four, five!"" (keeping track with fingers). When counting back for subtraction such as taking away 3 from 5, counts, ""Five, four, three...two!"" (keeping track with fingers).",4.1.6,Understands addition as adding to and subtraction as taking away.,
Developmental Progression,4.1.6.6.4,Understands addition as putting together and adding to,4.1.6,Understands addition as adding to and subtraction as taking away.,
Developmental Progression,4.1.7.1.1,Reaches for individual objects sequentially.,4.1.7,Demonstrates one-to-one correspondence.,
Developmental Progression,4.1.7.2.1,"Matches simple objects, such as one spoon with one bowl.",4.1.7,Demonstrates one-to-one correspondence.,
Developmental Progression,4.1.7.3.1,"Begins assigning one object to each space or person (e.g., “One toy for you and one for me”).",4.1.7,Demonstrates one-to-one correspondence.,
Developmental Progression,4.1.7.4.1,"Uses one-to-one correspondence in simple play scenarios, like giving one plate to each doll.",4.1.7,Demonstrates one-to-one correspondence.,
Developmental Progression,4.1.7.5.1,"Matches objects one-to-one in structured activities (e.g., placing one block on each square of a grid or one spoon per bowl).",4.1.7,Demonstrates one-to-one correspondence.,
Developmental Progression,4.1.7.6.1,Demonstrates an understanding of one-to-one correspondence while counting larger sets and ensuring no items are skipped or counted twice,4.1.7,Demonstrates one-to-one correspondence.,
Developmental Progression,4.1.8.1.1,"Responds to predictable routines (e.g., quieting during feeding or diaper changes).",4.1.8,Child demonstrates order and sequence,
Developmental Progression,4.1.8.2.1,"Attempts to repeat familiar order-based tasks, like putting objects back into a container.",4.1.8,Child demonstrates order and sequence,
Developmental Progression,4.1.8.3.1,"Demonstrates emerging understanding of time-based sequences, such as “first snack, then nap.”",4.1.8,Child demonstrates order and sequence,
Developmental Progression,4.1.8.4.1,"Follows simple multi-step directions in order, such as “Put your shoes away, then sit down.”",4.1.8,Child demonstrates order and sequence,
Developmental Progression,4.1.8.5.1,"Sorts objects by one attribute (e.g., color or size) and places them in a specific order.",4.1.8,Child demonstrates order and sequence,
Developmental Progression,4.1.8.6.1,"Completes more complex sequencing tasks, such as arranging picture cards to depict a story or lifecycle (e.g., caterpillar, cocoon, butterfly).",4.1.8,Child demonstrates order and sequence,
Developmental Progression,4.2.1.1.1,"Recognizes repetitive patterns in sounds, such as lullabies.",4.2.1,Recognizes and begins to understand simple patterns.,
Developmental Progression,4.2.1.2.1,"Responds to visual patterns, like stripes or checkers.",4.2.1,Recognizes and begins to understand simple patterns.,
Developmental Progression,4.2.1.3.1,"Matches objects to continue a simple pattern (e.g., toy-car-toy).",4.2.1,Recognizes and begins to understand simple patterns.,
Developmental Progression,4.2.1.4.1,"Recognizes and extends AB patterns (e.g., red-blue-red-blue).",4.2.1,Recognizes and begins to understand simple patterns.,
Developmental Progression,4.2.1.5.1,Predicts what comes next in a simple pattern.,4.2.1,Recognizes and begins to understand simple patterns.,
Developmental Progression,4.2.1.5.2,"Recognizes a simple pattern, and with adult assistance, fills in the missing element of a pattern.",4.2.1,Recognizes and begins to understand simple patterns.,
Developmental Progression,4.2.1.5.3,"Creates, identifies, extends, and duplicates simple repeating patterns in different forms, such as with objects, numbers, sounds, and movements.",4.2.1,Recognizes and begins to understand simple patterns.,
Developmental Progression,4.2.1.6.1,Creates Patterns,4.2.1,Recognizes and begins to understand simple patterns.,
Developmental Progression,4.2.1.6.2,Fills in missing elements of simple patterns.,4.2.1,Recognizes and begins to understand simple patterns.,
Developmental Progression,4.2.1.6.3,"Duplicates simple patterns in a different location than demonstrated, such as making the same alternating color pattern with blocks at a table that was demonstrated on the rug. Extends patterns, such as making an eight block tower of the same pattern that was demonstrated with four blocks.",4.2.1,Recognizes and begins to understand simple patterns.,
Developmental Progression,4.2.1.6.4,"Identifies the core unit of sequentially repeating patterns, such as color in a sequence of alternating red and blue blocks.",4.2.1,Recognizes and begins to understand simple patterns.,
Developmental Progression,4.2.2.1.1,"Notices changes in quantity, such as more or fewer toys.",4.2.2,Creates and explores equal and unequal sets.,
Developmental Progression,4.2.2.2.1,"Pairs similar items (e.g., matching a spoon with a bowl).",4.2.2,Creates and explores equal and unequal sets.,
Developmental Progression,4.2.2.3.1,Recognizes when two groups differ in quantity.,4.2.2,Creates and explores equal and unequal sets.,
Developmental Progression,4.2.2.4.1,"Creates equal or unequal sets intentionally (e.g., “I have more cars than trucks!”).",4.2.2,Creates and explores equal and unequal sets.,
Developmental Progression,4.2.2.5.1,Matches and creates equal sets with guidance,4.2.2,Creates and explores equal and unequal sets.,
Developmental Progression,4.2.2.6.1,Adjusts unequal sets to make them equal by adding or removing items,4.2.2,Creates and explores equal and unequal sets.,
Developmental Progression,4.3.1.1.1,"Looks at and tracks simple shapes, such as circles or squares.",4.3.1,"Identifies, describes, compares, and composes shapes.",
Developmental Progression,4.3.1.2.1,Reaches for or plays with toys of distinct shapes.,4.3.1,"Identifies, describes, compares, and composes shapes.",
Developmental Progression,4.3.1.3.1,"Sorts objects by shape (e.g., circle blocks versus square blocks).",4.3.1,"Identifies, describes, compares, and composes shapes.",
Developmental Progression,4.3.1.4.1,Identifies and names common shapes like “circle” and “triangle.”,4.3.1,"Identifies, describes, compares, and composes shapes.",
Developmental Progression,4.3.1.5.1,"Recognizes and names typical circle, square, and sometimes a triangle. With adult support, matches some shapes that are different sizes and orientations.",4.3.1,"Identifies, describes, compares, and composes shapes.",
Developmental Progression,4.3.1.5.2,Describes shapes with basic language,4.3.1,"Identifies, describes, compares, and composes shapes.",
Developmental Progression,4.3.1.5.3,Recognizes and compares a greater number of shapes of different sizes and orientations. Begins to identify sides and angles as distinct parts of shapes.,4.3.1,"Identifies, describes, compares, and composes shapes.",
Developmental Progression,4.3.1.6.1,"Names and describes shapes in terms of length of sides, number of sides, and number of angles.",4.3.1,"Identifies, describes, compares, and composes shapes.",
Developmental Progression,4.3.1.6.2,"Analyzes, compares and sorts two and three-dimensional shapes and objects in different sizes. Describes their similarities, differences, and other attributes, such as size and shape.",4.3.1,"Identifies, describes, compares, and composes shapes.",
Developmental Progression,4.3.1.6.3,Creates and builds shapes from components.,4.3.1,"Identifies, describes, compares, and composes shapes.",
Developmental Progression,4.3.2.1.1,"Reaches for objects placed in different positions (e.g., above, beside, or in front).",4.3.2,Explores positions of objects in space.,
Developmental Progression,4.3.2.2.1,Searches for objects hidden under or behind others during play.,4.3.2,Explores positions of objects in space.,
Developmental Progression,4.3.2.3.1,"Places objects in specific positions during play, such as stacking blocks in order or aligning cars.",4.3.2,Explores positions of objects in space.,
Developmental Progression,4.3.2.4.1,Demonstrates understanding of positional words by correctly placing objects when instructed.,4.3.2,Explores positions of objects in space.,
Developmental Progression,4.3.2.5.1,"Understands spatial vocabulary. With adult support, follows directions involving their own position in space, such as ""Stand up and stretch your arms to the sky.""",4.3.2,Explores positions of objects in space.,
Developmental Progression,4.3.2.6.1,"Understands and uses language related to directionality, order, and the position of objects, including up/down, and in front/behind.",4.3.2,Explores positions of objects in space.,
Developmental Progression,4.3.2.6.2,Recognizes shapes in real world,4.3.2,Explores positions of objects in space.,
Developmental Progression,4.3.2.6.3,Identifies Geometric Shapes and Spatial Relations,4.3.2,Explores positions of objects in space.,
Developmental Progression,4.3.3.1.1,"Notices differences in textures, colors, or sizes of objects.",4.3.3,Demonstrates classification of objects and materials.,
Developmental Progression,4.3.3.2.1,"Recognizes and selects similar items during play (e.g., stacking all yellow rings).",4.3.3,Demonstrates classification of objects and materials.,
Developmental Progression,4.3.3.3.1,"Matches simple objects, like socks or blocks, by similarity.",4.3.3,Demonstrates classification of objects and materials.,
Developmental Progression,4.3.3.4.1,"Sorts objects by two attributes, like size and color.",4.3.3,Demonstrates classification of objects and materials.,
Developmental Progression,4.3.3.5.1,"Child can distinguish between different categories (i.e., color, size, shape).",4.3.3,Demonstrates classification of objects and materials.,
Developmental Progression,4.3.3.5.2,Child can group objects or pictures based on shared characteristics.,4.3.3,Demonstrates classification of objects and materials.,
Developmental Progression,4.3.3.6.1,"Identifies and compares object sizes, sorts and groups up to 5 objects based on characteristics like color, size, and shape, and demonstrates categorization skills.",4.3.3,Demonstrates classification of objects and materials.,
Developmental Progression,4.3.3.6.2,"Applies descriptive language abilities to differentiate and compare objects, supporting sorting and classification skills.",4.3.3,Demonstrates classification of objects and materials.,
Developmental Progression,4.4.1.1.1,Explores objects of different sizes and weights by touching or mouthing.,4.4.1,Measures objects using standard and non-standard units.,
Developmental Progression,4.4.1.2.1,Begins stacking objects of similar size.,4.4.1,Measures objects using standard and non-standard units.,
Developmental Progression,4.4.1.3.1,Matches or lines up objects by size with support.,4.4.1,Measures objects using standard and non-standard units.,
Developmental Progression,4.4.1.4.1,"Uses hands or other items to compare object sizes (e.g., “This block is longer”).",4.4.1,Measures objects using standard and non-standard units.,
Developmental Progression,4.4.1.5.1,"Uses measurable attributes to make comparisons, such as identifies objects as the same/different and more/less.",4.4.1,Measures objects using standard and non-standard units.,
Developmental Progression,4.4.1.6.1,Recognizes and Names Time Words,4.4.1,Measures objects using standard and non-standard units.,
Developmental Progression,4.4.1.6.2,Applies Time Words in Context,4.4.1,Measures objects using standard and non-standard units.,
Developmental Progression,4.4.1.6.3,Differentiates Between Time Words,4.4.1,Measures objects using standard and non-standard units.,
Developmental Progression,4.4.1.6.4,"Measures using the same unit, such as putting together snap cubes to see how tall a book is.",4.4.1,Measures objects using standard and non-standard units.,
Developmental Progression,4.4.1.6.5,Child recognizes and compares capacity based on how much space exists within an object.,4.4.1,Measures objects using standard and non-standard units.,
Developmental Progression,4.4.1.6.6,"Compares or orders up to 5 objects based on their measurable attributes, such as height or weight.",4.4.1,Measures objects using standard and non-standard units.,
Developmental Progression,4.4.1.6.7,"Uses comparative language, such as shortest, heavier, or biggest.",4.4.1,Measures objects using standard and non-standard units.,
Developmental Progression,5.1.1.1.1,Reaches out to touch and explore objects with different textures.,5.1.1,"Explores and describes objects, materials, and events.",
Developmental Progression,5.1.1.2.1,"Watches and tracks events, like a ball rolling or water flowing.",5.1.1,"Explores and describes objects, materials, and events.",
Developmental Progression,5.1.1.3.1,"Describes basic features of objects, such as color or shape.",5.1.1,"Explores and describes objects, materials, and events.",
Developmental Progression,5.1.1.4.1,Uses simple descriptive language to share observations.,5.1.1,"Explores and describes objects, materials, and events.",
Developmental Progression,5.1.1.5.1,"Uses the five senses to observe objects, materials, organisms, and events. Provides simple verbal or signed descriptions. With adult support, represents observable phenomena, such as draws a picture.",5.1.1,"Explores and describes objects, materials, and events.",
Developmental Progression,5.1.1.5.2,Demonstrates Basic Observation Techniques with Organisms and Events,5.1.1,"Explores and describes objects, materials, and events.",
Developmental Progression,5.1.1.5.3,"Makes increasingly complex observations of objects, materials, organisms, and events. Provides greater detail in descriptions. Represents observable phenomena in more complex ways, such as pictures that include more detail.",5.1.1,"Explores and describes objects, materials, and events.",
Developmental Progression,5.1.1.6.1,"Identifies, observes, describes, and discusses objects in the sky.",5.1.1,"Explores and describes objects, materials, and events.",
Developmental Progression,5.1.1.6.2,"Identifies the five senses (smell, touch, sight, sound, taste) and uses them to make observations.",5.1.1,"Explores and describes objects, materials, and events.",
Developmental Progression,5.1.1.6.3,"Uses observational tools to extend the five senses, such as a magnifying glass, microscope, binoculars, or stethoscope.",5.1.1,"Explores and describes objects, materials, and events.",
Developmental Progression,5.1.1.6.4,"Describes observable phenomena using adjectives and labels, such as lemons taste sour and play dough feels sticky.",5.1.1,"Explores and describes objects, materials, and events.",
Developmental Progression,5.1.1.6.5,"Represents observable phenomena with pictures, diagrams, and 3-D models.",5.1.1,"Explores and describes objects, materials, and events.",
Developmental Progression,5.1.2.1.1,Makes sounds or gestures when interacting with new phenomena.,5.1.2,Expresses curiosity and engages in simple conversations about science-related topics.,
Developmental Progression,5.1.2.2.1,Uses gestures or babbling to “comment” on objects of interest.,5.1.2,Expresses curiosity and engages in simple conversations about science-related topics.,
Developmental Progression,5.1.2.3.1,Participates in back-and-forth exchanges about observable phenomena.,5.1.2,Expresses curiosity and engages in simple conversations about science-related topics.,
Developmental Progression,5.1.2.4.1,"Attempts to answer simple questions, such as “What is it doing?”",5.1.2,Expresses curiosity and engages in simple conversations about science-related topics.,
Developmental Progression,5.1.2.5.1,Uses a greater number of scientific vocabulary words. Repeats new words offered by adults and may ask questions about unfamiliar words.,5.1.2,Expresses curiosity and engages in simple conversations about science-related topics.,
Developmental Progression,5.1.2.5.2,Begins to use scientific vocabulary words with modeling and support from an adult. Sometimes repeats new words offered by adults.,5.1.2,Expresses curiosity and engages in simple conversations about science-related topics.,
Developmental Progression,5.1.2.6.1,Demonstrates understanding of the importance of conservation,5.1.2,Expresses curiosity and engages in simple conversations about science-related topics.,
Developmental Progression,5.1.2.6.2,"Uses scientific practice words or signs, such as observe, describe, compare, contrast, question, predict, experiment, reflect, cooperate, or measure.",5.1.2,Expresses curiosity and engages in simple conversations about science-related topics.,
Developmental Progression,5.1.2.6.3,"Uses scientific content words when investigating and describing observable phenomena, such as parts of a plant, animal, or object.",5.1.2,Expresses curiosity and engages in simple conversations about science-related topics.,
Developmental Progression,5.1.3.1.1,"Explores objects through touch and mouthing, noticing variations.",5.1.3,Child compares and categorizes observable phenomena,
Developmental Progression,5.1.3.2.1,Recognizes and points out differences between objects or materials.,5.1.3,Child compares and categorizes observable phenomena,
Developmental Progression,5.1.3.3.1,"Uses basic words to compare phenomena (e.g., “big,” “small”).",5.1.3,Child compares and categorizes observable phenomena,
Developmental Progression,5.1.3.4.1,"Compares objects using descriptive language (e.g., “This is bigger”).",5.1.3,Child compares and categorizes observable phenomena,
Developmental Progression,5.1.3.5.1,"Sorts objects into groups based on simple attributes, such as color. With support, uses measurement tools to quantify similarities and differences of observable phenomena, such as when a child scoops sand into two containers and with adult assistance, determines which container holds more scoops.",5.1.3,Child compares and categorizes observable phenomena,
Developmental Progression,5.1.3.5.2,"Sorts objects into groups based on more complex attributes, such as weight, sound, or texture. Uses measurement tools to assess the properties of and compare observable phenomena.",5.1.3,Child compares and categorizes observable phenomena,
Developmental Progression,5.1.3.6.1,"Categorizes by sorting observable phenomena into groups based on attributes such as appearance, weight, function, ability, texture, odor, and sound.
 Uses measurement tools, such as a ruler, balance scale, eye dropper, unit blocks, thermometer, or measuring cup, to quantify similarities and differences of observable phenomena.",5.1.3,Child compares and categorizes observable phenomena,
Developmental Progression,5.1.3.6.2,Explores and categorizes living things,5.1.3,Child compares and categorizes observable phenomena,
Developmental Progression,5.2.1.1.1,Explores objects actively to learn more about them.,5.2.1,"Shows curiosity, asks questions, and makes predictions.",
Developmental Progression,5.2.1.2.1,Reacts to changes or novel stimuli by turning head or vocalizing.,5.2.1,"Shows curiosity, asks questions, and makes predictions.",
Developmental Progression,5.2.1.3.1,Looks for familiar objects or phenomena during exploration.,5.2.1,"Shows curiosity, asks questions, and makes predictions.",
Developmental Progression,5.2.1.4.1,Gathers information by observing or interacting with phenomena.,5.2.1,"Shows curiosity, asks questions, and makes predictions.",
Developmental Progression,5.2.1.5.1,"Asks simple questions. Uses adults as primary resources to gather information about questions. With adult support and modeling, makes simple predictions, such as ""I think that the golf ball will be heavier than the ping pong ball.""",5.2.1,"Shows curiosity, asks questions, and makes predictions.",
Developmental Progression,5.2.1.6.1,"Asks questions that can be answered through an investigation, such as ""What do plants need to grow?"" or ""What countries do the children in our class come from?"".",5.2.1,"Shows curiosity, asks questions, and makes predictions.",
Developmental Progression,5.2.1.6.2,Gathers information about a question by looking at books or discussing prior knowledge and observations.,5.2.1,"Shows curiosity, asks questions, and makes predictions.",
Developmental Progression,5.2.1.6.3,Collects and represents data in a variety of ways based on ability.,5.2.1,"Shows curiosity, asks questions, and makes predictions.",
Developmental Progression,5.2.1.6.4,Gathers information about a question by looking at books or discussing prior knowledge and observations.,5.2.1,"Shows curiosity, asks questions, and makes predictions.",
Developmental Progression,5.2.1.6.5,"Makes predictions and brainstorms solutions based on background knowledge and experiences, such as ""I think that plants need water to grow."" or ""I think adding yellow paint to purple will make brown.""",5.2.1,"Shows curiosity, asks questions, and makes predictions.",
Developmental Progression,5.2.2.1.1,Reaches for or explores objects with curiosity.,5.2.2,Explores cause-and-effect through play and investigations.,
Developmental Progression,5.2.2.2.1,"Experiments with actions, such as dropping objects to see what happens.",5.2.2,Explores cause-and-effect through play and investigations.,
Developmental Progression,5.2.2.3.1,"Participates in guided exploration, like mixing colors or textures",5.2.2,Explores cause-and-effect through play and investigations.,
Developmental Progression,5.2.2.4.1,"Completes simple experiments, like pouring water to observe movement",5.2.2,Explores cause-and-effect through play and investigations.,
Developmental Progression,5.2.2.5.1,Child gathers and uses data',5.2.2,Explores cause-and-effect through play and investigations.,
Developmental Progression,5.2.2.5.2,"With increasing independence, engages in some parts of conducting complex investigations or experiments. Increasingly able to articulate the steps that need to be taken to conduct an investigation. Uses more complex ways to gather and record data, such as with adult support, makes a graph that shows children's favorite snacks.",5.2.2,Explores cause-and-effect through play and investigations.,
Developmental Progression,5.2.2.5.3,"With adult support, engages in simple investigations and experiments, such as building a ""bridge"" out of classroom materials and seeing how many dolls it will hold before it collapses. Records data with teacher assistance, mostly using pictures and marks on a page.",5.2.2,Explores cause-and-effect through play and investigations.,
Developmental Progression,5.2.2.6.1,Articulates steps to be taken and lists materials needed for an investigation or experiment.,5.2.2,Explores cause-and-effect through play and investigations.,
Developmental Progression,5.2.2.6.2,"Implements steps and uses materials to explore testable hypothesis, such as ""Do plants need water to grow?"" by planting seeds and giving water to some but not to others.",5.2.2,Explores cause-and-effect through play and investigations.,
Developmental Progression,5.2.3.1.1,Shows interest in changes in objects or surroundings.,5.2.3,"Analyzes outcomes, draws conclusions, and shares discoveries.",
Developmental Progression,5.2.3.2.1,Explores cause and effect through repeated actions.,5.2.3,"Analyzes outcomes, draws conclusions, and shares discoveries.",
Developmental Progression,5.2.3.3.1,"Shows simple understanding of results (e.g., “It fell down”).",5.2.3,"Analyzes outcomes, draws conclusions, and shares discoveries.",
Developmental Progression,5.2.3.4.1,Describes what happened after completing an experiment or activity.,5.2.3,"Analyzes outcomes, draws conclusions, and shares discoveries.",
Developmental Progression,5.2.3.5.1,"With adult assistance, analyzes and interprets data. Draws conclusions and provides simple descriptions of results. For example, an adult suggests counting how many dolls can be supported by a bridge before it breaks and along with the children counts, ""One, two, three dolls. What happened when we put on the next doll?"" A child says, ""The bridge broke!""",5.2.3,"Analyzes outcomes, draws conclusions, and shares discoveries.",
Developmental Progression,5.2.3.5.2,"With increasing independence, analyzes and interprets data and draws conclusions.",5.2.3,"Analyzes outcomes, draws conclusions, and shares discoveries.",
Developmental Progression,5.2.3.5.3,Compares results to initial prediction and generates new questions or designs.,5.2.3,"Analyzes outcomes, draws conclusions, and shares discoveries.",
Developmental Progression,5.2.3.5.4,"Communicates results, solutions, and conclusions in increasingly complex ways through multiple methods.",5.2.3,"Analyzes outcomes, draws conclusions, and shares discoveries.",
Developmental Progression,5.2.3.6.1,Identifies Different Types of Graphs,5.2.3,"Analyzes outcomes, draws conclusions, and shares discoveries.",
Developmental Progression,5.2.3.6.2,Analyzes and interprets data with mathematical language and summarizes results of investigation.,5.2.3,"Analyzes outcomes, draws conclusions, and shares discoveries.",
Developmental Progression,5.2.3.6.3,"Communicates results, solutions, and conclusions through a variety of methods, such as telling an adult that plants need water to grow or putting dots on a map that show the number of children from each country.",5.2.3,"Analyzes outcomes, draws conclusions, and shares discoveries.",
Developmental Progression,5.2.3.6.4,Analyzes and interprets data and summarizes results of investigation.,5.2.3,"Analyzes outcomes, draws conclusions, and shares discoveries.",
Developmental Progression,5.3.1.1.1,"Explores materials primarily through sensory exploration (touch, mouthing, and visual attention to changes).",5.3.1,Explores and Investigates properties and changes in matter,
Developmental Progression,5.3.1.2.1,Begins to notice simple differences in material properties such as texture or color.,5.3.1,Explores and Investigates properties and changes in matter,
Developmental Progression,5.3.1.3.1,Manipulates objects during play to explore different material characteristics.,5.3.1,Explores and Investigates properties and changes in matter,
Developmental Progression,5.3.1.4.1,"Engages in simple comparisons of materials (e.g., soft vs. hard, warm vs. cool).",5.3.1,Explores and Investigates properties and changes in matter,
Developmental Progression,5.3.1.5.1,Conducts basic investigations to observe changes in material properties.,5.3.1,Explores and Investigates properties and changes in matter,
Developmental Progression,5.3.1.6.1,Uses simple tools for investigating properties of materials,5.3.1,Explores and Investigates properties and changes in matter,
Developmental Progression,5.3.2.1.1,"Experiences energy in its most basic form through sensory cues (e.g., warmth from sunlight, movement of objects).",5.3.2,Investigates sources of energy,
Developmental Progression,5.3.2.2.1,Begins to notice differences in the environment that may indicate energy (such as light and sound).,5.3.2,Investigates sources of energy,
Developmental Progression,5.3.2.3.1,"Explores energy sources through play, for instance, noticing moving shadows or changes in light.",5.3.2,Investigates sources of energy,
Developmental Progression,5.3.2.4.1,"Begins to understand simple cause and effect related to energy (e.g., pushing objects to set things in motion).",5.3.2,Investigates sources of energy,
Developmental Progression,5.3.2.5.1,"Investigates energy sources with guidance, noting differences between natural and artificial forms of energy.",5.3.2,Investigates sources of energy,
Developmental Progression,5.3.2.6.1,"Identifies different sources, types and uses of energy",5.3.2,Investigates sources of energy,
Developmental Progression,5.4.1.1.1,Observes differences between animate and inanimate objects through sensory interactions.,5.4.1,"Recognizes, explores and categorizes between living and nonliving things",
Developmental Progression,5.4.1.2.1,"Begins to show awareness of differences, for example, reacting differently to a pet versus a toy.",5.4.1,"Recognizes, explores and categorizes between living and nonliving things",
Developmental Progression,5.4.1.3.1,Interacts with living things (such as plants or animals) and starts to distinguish them from nonliving objects.,5.4.1,"Recognizes, explores and categorizes between living and nonliving things",
Developmental Progression,5.4.1.4.1,Engages in simple categorization activities that sort objects as living or nonliving.,5.4.1,"Recognizes, explores and categorizes between living and nonliving things",
Developmental Progression,5.4.1.5.1,Explores and sorts living versus nonliving objects based on observable characteristics.,5.4.1,"Recognizes, explores and categorizes between living and nonliving things",
Developmental Progression,5.4.1.6.1,Acquire scientific knowledge related to life science (properties of living things).,5.4.1,"Recognizes, explores and categorizes between living and nonliving things",
Developmental Progression,5.4.2.1.1,"Observes repetitive changes in nature (e.g., day and night cycles).",5.4.2,Investigates and can explain life cycles,
Developmental Progression,5.4.2.2.1,Begins to notice recurring patterns in nature that suggest a cycle.,5.4.2,Investigates and can explain life cycles,
Developmental Progression,5.4.2.3.1,"Experiences simple sequences in nature, such as the growth of a plant or changes in an animal's behavior.",5.4.2,Investigates and can explain life cycles,
Developmental Progression,5.4.2.4.1,"Engages in activities that mimic life cycles (for example, planting a seed and watching it sprout).",5.4.2,Investigates and can explain life cycles,
Developmental Progression,5.4.2.5.1,Observes and describes the stages of life cycles with adult guidance.,5.4.2,Investigates and can explain life cycles,
Developmental Progression,5.4.2.6.1,"Child observes, describes, and discusses the life cycles of organisms.",5.4.2,Investigates and can explain life cycles,
Developmental Progression,5.4.3.1.1,"Begins to notice interactions between people, animals, and the environment.",5.4.3,Understands and can explain relationships between living things/environments,
Developmental Progression,5.4.3.2.1,Experiences living things in the immediate environment through sensory interactions.,5.4.3,Understands and can explain relationships between living things/environments,
Developmental Progression,5.4.3.3.1,"Engages with natural elements (for example, caring for a pet) and shows interest in relationships.",5.4.3,Understands and can explain relationships between living things/environments,
Developmental Progression,5.4.3.4.1,Participates in simple discussions about how living things depend on their surroundings.,5.4.3,Understands and can explain relationships between living things/environments,
Developmental Progression,5.4.3.5.1,Explores and describes basic interactions between living things and their environments.,5.4.3,Understands and can explain relationships between living things/environments,
Developmental Progression,5.4.3.6.1,"Observes, investigates, describes, and discusses the characteristics of organisms.",5.4.3,Understands and can explain relationships between living things/environments,
Developmental Progression,5.4.4.1.1,"Explores the environment using basic sensory responses (looking, listening, touching).",5.4.4,Explores the five senses and related phenomena,
Developmental Progression,5.4.4.2.1,"Begins to differentiate among sensory experiences, noticing differences in sound, smell, or touch.",5.4.4,Explores the five senses and related phenomena,
Developmental Progression,5.4.4.3.1,Uses the senses to interact with familiar objects and environments.,5.4.4,Explores the five senses and related phenomena,
Developmental Progression,5.4.4.4.1,"Engages in simple exploration of sensory properties such as texture, taste, and sound.",5.4.4,Explores the five senses and related phenomena,
Developmental Progression,5.4.4.5.1,Explores sensory information and begins to record observations with adult support.,5.4.4,Explores the five senses and related phenomena,
Developmental Progression,5.4.4.6.1,"Uses senses and simple tools to observe, gather, and record data, such as gathering data on where children's families are from and creating a graph that shows the number of children from different countries.",5.4.4,Explores the five senses and related phenomena,
Developmental Progression,5.4.4.6.2,Engage in play to explore the physical and natural world.,5.4.4,Explores the five senses and related phenomena,
Developmental Progression,5.5.1.1.1,Explores natural materials through tactile and visual experiences.,5.5.1,Investigates earth materials,
Developmental Progression,5.5.1.2.1,Shows early interest in natural objects and their varying properties.,5.5.1,Investigates earth materials,
Developmental Progression,5.5.1.3.1,Manipulates natural objects during play to experience different textures and consistencies.,5.5.1,Investigates earth materials,
Developmental Progression,5.5.1.4.1,Begins to sort or group objects based on observable material characteristics.,5.5.1,Investigates earth materials,
Developmental Progression,5.5.1.5.1,Explores differences in earth materials with guided inquiry.,5.5.1,Investigates earth materials,
Developmental Progression,5.5.1.6.1,Identifies and differentiates properties of materials and how they affect their environment and usage.,5.5.1,Investigates earth materials,
Developmental Progression,5.5.2.1.1,Observes natural changes (such as day/night cycles) through sensory experiences.,5.5.2,Observe changes and objects in the earth and sky,
Developmental Progression,5.5.2.2.1,Begins to notice movement and changes in the sky and environment.,5.5.2,Observe changes and objects in the earth and sky,
Developmental Progression,5.5.2.3.1,"Engages in simple observation activities related to sky and weather (e.g., noticing the sun's brightness).",5.5.2,Observe changes and objects in the earth and sky,
Developmental Progression,5.5.2.4.1,Participates in activities that highlight changes in weather and light.,5.5.2,Observe changes and objects in the earth and sky,
Developmental Progression,5.5.2.5.1,Makes guided observations about objects in the sky and basic weather patterns.,5.5.2,Observe changes and objects in the earth and sky,
Developmental Progression,5.5.2.6.1,Acquire scientific knowledge related to earth science (properties of the earth and objects in the sky).,5.5.2,Observe changes and objects in the earth and sky,
Developmental Progression,5.5.3.1.1,"Experiences weather changes through basic sensory cues (temperature, wind).",5.5.3,Demonstrates environmental awareness and effects of weather on daily life,
