Identifier,URI,Item Type,Sequence,Human Code,Full Statement,Abbreviated Statement,Notes,Supp. Info,Ed. Level,Language,Src. Item ID,# Parents,# Children,Imp. Start Date,Retirement Date,Last Modified
b33ae2a4-182d-4450-a35b-8a2558b80759,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/b33ae2a4-182d-4450-a35b-8a2558b80759,Developmental Milestone,3.8.2.1.1.1,,"Uses single words (e.g., �milk,� �go�) and begins to understand simple sentence structures in caregiver speech.",,,,,,,1,0,,,2025-02-07T17:19:43+00:00
3c42d062-d1a1-4bd3-9add-735cc80ec9eb,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/3c42d062-d1a1-4bd3-9add-735cc80ec9eb,Label,3.8.2.1.2,,Toddler (TOD 18-24) Learning Outcome,,,,,,,1,1,,,2025-02-07T17:19:43+00:00
c987ae52-07d6-43bd-a618-f0bc7728703a,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/c987ae52-07d6-43bd-a618-f0bc7728703a,Developmental Milestone,3.8.2.1.2.1,,"Begins combining two-word phrases using basic noun-verb structures (e.g., �want cookie�).egins to describe characteristics of self.",,,,,,,1,0,,,2025-02-07T17:19:43+00:00
c5095164-1add-4ed3-a7b8-d2a3dae7099d,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/c5095164-1add-4ed3-a7b8-d2a3dae7099d,Label,3.8.2.1.3,,Toddler (TOD 24-36) Learning Outcome,,,,,,,1,1,,,2025-02-07T17:19:43+00:00
945f64f4-f553-4492-9da6-d808f6759161,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/945f64f4-f553-4492-9da6-d808f6759161,Developmental Milestone,3.8.2.1.3.1,,"Forms simple sentences (e.g., �I see dog�). Uses early grammar patterns, but with errors (e.g., �goed� instead of �went�).",,,,,,,1,0,,,2025-02-07T17:19:43+00:00
ecb8c11f-e19a-450f-807f-de90ac18f3c9,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/ecb8c11f-e19a-450f-807f-de90ac18f3c9,Label,3.8.2.1.4,,Preschool (PS 36-48) Learning Outcome,,,,,,,1,1,,,2025-02-07T17:19:43+00:00
db0dccb4-666f-41ce-9958-88568b3a2cde,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/db0dccb4-666f-41ce-9958-88568b3a2cde,Developmental Milestone,3.8.2.1.4.1,,"Uses pronouns (he/she/they), prepositions, and plurals correctly. Expands sentence structure (e.g., �I want to go to the park�). Begins using past tense verbs, though inconsistently.",,,,,,,1,0,,,2025-02-07T17:19:43+00:00
a48b8b5a-04b0-491f-be2e-65ff5e4d814f,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/a48b8b5a-04b0-491f-be2e-65ff5e4d814f,Label,3.8.2.1.5,,PreK (48-60 Learning Outcomes),,,,,,,1,1,,,2025-02-07T17:19:43+00:00
5762fd9c-5cf7-4d7d-a551-2a32d00d70a7,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/5762fd9c-5cf7-4d7d-a551-2a32d00d70a7,Developmental Milestone,3.8.2.1.5.1,,"Uses complete sentences with subject-verb agreement. Expands use of verb tenses, conjunctions (and, because), and descriptive language (e.g., �The big red truck goes fast�). Can retell simple stories with correct grammar.",,,,,,,1,0,,,2025-02-07T17:19:43+00:00
8bd1d5e0-2d1b-46d0-a737-b6a442368c55,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Domain,4,MATH,Mathematics Development/ Cognition,,,,,,,1,4,,,2025-02-06T14:59:46+00:00
b0fddee4-f593-440f-a133-d07a4ab45250,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Cluster,4.1,,Counting and Cardinality/Number Sense,,,,,,,1,8,,,2025-02-04T05:37:59+00:00
2bc913ca-0653-4ac3-adc5-7afe4607d09e,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/2bc913ca-0653-4ac3-adc5-7afe4607d09e,Standard,4.1.1,MATH.1,Explores understanding of numbers and counting.,,,,,,,1,6,,,2025-02-04T16:39:29+00:00
1e0ac2cd-2f71-4f90-9b8e-3770149cfaea,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.1.1,MATH.1.A,Infants (INF 0-8) Learning Outcome,,,,,,,1,1,,,2025-01-31T02:33:20+00:00
75d1dda6-c881-4a10-a7f7-e805c83bcff1,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.1.1.1,MATH.1.A.1,"Notices differences in the number of objects (e.g., one versus many).",,,,,,,1,0,,,2025-01-31T02:33:25+00:00
bfc0affa-2590-4802-941e-aad285002393,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.1.2,MATH.1.B,Infants (INF 8-18) Learning Outcome,,,,,,,1,1,,,2025-01-31T02:33:32+00:00
2cfa1b5d-6ea4-44b6-b479-47517db5db59,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.1.2.1,MATH.1.B.1,"Points to objects or shows interest in grouping items (e.g., stacking rings).",,,,,,,1,0,,,2025-01-31T02:34:16+00:00
8086a501-9ff0-40c2-9eec-43ec029954af,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.1.3,MATH.1.C,Toddler (TOD 18-24) Learning Outcome,,,,,,,1,1,,,2025-01-31T02:33:37+00:00
4eb98963-8670-4f41-a36f-c4f074e5a70b,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.1.3.1,MATH.1.C.1,"Begins using number words during play (e.g., “one, two”).",,,,,,,1,0,,,2025-01-31T02:34:27+00:00
c051aea3-bf36-416c-aff6-0bf72221ed0a,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.1.4,MATH.1.D,Toddler (TOD 24-36) Learning Outcome,,,,,,,1,1,,,2025-01-31T02:33:43+00:00
3d8f341c-a194-4ca5-9e38-56f6de9944bc,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.1.4.1,MATH.1.D.1,Counts objects up to three with guidance.,,,,,,,1,0,,,2025-01-31T02:34:31+00:00
c9ffe718-f6a8-4569-a14c-bb4080597ee9,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.1.5,MATH.1.E,Preschool (PS 36-48) Learning Outcome,,,,,,,1,2,,,2025-01-31T02:33:54+00:00
13cd7a05-d0f3-4ff2-9f76-5dd811bb63a2,https://satchelcommons.com/ims/case/v1p0/CFItems/13cd7a05-d0f3-4ff2-9f76-5dd811bb63a2,Developmental Progression,4.1.1.5.1,Math.1.E.1,Says or signs more number words in sequence.,,,,PK,en,,1,0,,,2025-01-31T02:39:29+00:00
a5e8bcfd-c708-4bf5-9d9b-38e77cc4862c,https://satchelcommons.com/ims/case/v1p0/CFItems/a5e8bcfd-c708-4bf5-9d9b-38e77cc4862c,Developmental Progression,4.1.1.5.2,Math.1.E.2,"Says or signs some number words in sequence (up to 10), starting with one. Understands that counting words are separate words, such as ""one,"" ""two,"" ""three"" versus ""onetwothree"".",,,,PK,en,,1,0,,,2025-01-31T02:40:06+00:00
974e39e2-763e-4b30-afec-78eaa6768089,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.1.6,MATH.1.F,PreK (PK 48-60) Learning Outcome,,,,,,,1,9,,,2025-01-31T04:52:07+00:00
e9d76a9f-688c-4eb5-8eed-866cf90473ca,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/e9d76a9f-688c-4eb5-8eed-866cf90473ca,Developmental Progression,4.1.1.6.1,MATH.1.F.1,Begins to write numerals,,,,PK,,,1,0,,,2025-01-31T04:51:44+00:00
012e1e79-a777-4d38-a84a-4775a71cc81e,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/012e1e79-a777-4d38-a84a-4775a71cc81e,Developmental Progression,4.1.1.6.2,MATH.1.F.2,Identifies quantity to 5 without counting,,,,PK,,,1,0,,,2025-01-31T04:51:44+00:00
88b3fc1a-6e58-4755-86e9-c2ec572e0095,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/88b3fc1a-6e58-4755-86e9-c2ec572e0095,Developmental Progression,4.1.1.6.3,MATH.1.F.3,Uses ordinal terms,,,,PK,,,1,0,,,2025-01-31T04:51:44+00:00
cbb6d853-39b1-4ba2-8397-0a30795d2b2f,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/cbb6d853-39b1-4ba2-8397-0a30795d2b2f,Developmental Progression,4.1.1.6.4,MATH.1.F.4,Recognizes and names numerals 0-10.,,,,PK,,,1,0,,,2025-01-31T04:51:44+00:00
f3f56f9d-dad6-44ba-85c4-5b64d47eacb4,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/f3f56f9d-dad6-44ba-85c4-5b64d47eacb4,Developmental Progression,4.1.1.6.5,MATH.1.F.5,Recognize that zero represents the count of no objects.,,,,PK,,,1,0,,,2025-01-31T04:51:44+00:00
0f9c7732-0f5f-4087-9e3d-a93ae6d79e4e,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/0f9c7732-0f5f-4087-9e3d-a93ae6d79e4e,Developmental Progression,4.1.1.6.6,MATH.1.F.6,Know counting sequence is constant,,,,PK,,,1,0,,,2025-01-31T04:51:44+00:00
55e5ea74-1525-4a70-ac19-a1b2e7c58336,https://satchelcommons.com/ims/case/v1p0/CFItems/55e5ea74-1525-4a70-ac19-a1b2e7c58336,Developmental Progression,4.1.1.6.7,MATH.1.F.7,Counts verbally or signs to at least 20 by ones.,,,,PK,en,,1,0,,,2025-01-31T04:51:44+00:00
2de3b057-64f9-4ba7-ad8b-e047f7d44d9b,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/2de3b057-64f9-4ba7-ad8b-e047f7d44d9b,Developmental Progression,4.1.1.6.8,MATH.1.F.8,Rote counts to 10,,,,PK,,,1,0,,,2025-01-31T04:51:44+00:00
d28ed9b5-85c5-4eed-8fd7-d2dfcc039ad4,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/d28ed9b5-85c5-4eed-8fd7-d2dfcc039ad4,Developmental Progression,4.1.1.6.9,MATH.1.F.9,Rote counts to 30,,,,PK,,,1,0,,,2025-01-31T04:51:44+00:00
68322e3b-dde2-4a22-b182-9321ba3c595e,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/68322e3b-dde2-4a22-b182-9321ba3c595e,Standard,4.1.2,MATH.2,Child recognizes the number of objects in a small set (subitizing),,,,,,,1,6,,,2024-12-20T17:23:12+00:00
75ed9bdc-4ac3-4b37-9faf-0904e3e89e42,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.2.1,MATH.2.A,Infants (INF 0-8) Learning Outcome,,,,,,,1,1,,,2025-01-31T02:46:26+00:00
a263d2c8-c3e4-4155-9462-59f73ff9a63d,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.2.1.1,MATH.2.A.1,"Explores objects by grasping and mouthing, noticing differences in size.",,,,,,,1,0,,,2025-01-31T04:52:35+00:00
6b89d5f0-c29c-42d3-af9a-cd54c4a36d65,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.2.2,MATH.2.B,Infants (INF 8-18) Learning Outcome,,,,,,,1,1,,,2025-01-31T02:47:20+00:00
b2ea84f5-d7f4-4028-b00b-190576fcdd16,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.2.2.1,MATH.2.B.1,"Stacks or nests objects, such as cups or blocks.",,,,,,,1,0,,,2025-01-31T04:52:45+00:00
90554df9-035e-459e-9902-694aa0921f84,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.2.3,MATH.2.C,Toddler (TOD 18-24) Learning Outcome,,,,,,,1,1,,,2025-01-31T02:47:47+00:00
c3bf4805-4b5a-4c7c-b92b-bba58c6a119f,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.2.3.1,MATH.2.C.1,Identifies “big” and “small” with prompts; begins to fill and empty containers.,,,,,,,1,0,,,2025-01-31T04:52:50+00:00
14e31144-6775-4573-a230-c706e4634587,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.2.4,MATH.2.D,Toddler (TOD 24-36) Learning Outcome,,,,,,,1,1,,,2025-01-31T04:52:55+00:00
df2e0f52-d8fd-4e91-a37c-2cf1cb54ba05,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.2.4.1,MATH.2.D.1,"Uses terms like “on,” “under,” and “in” to describe object placement.",,,,,,,1,0,,,2025-01-31T04:52:59+00:00
00c7eb01-817b-4746-8f23-d3af5c0e67c7,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.2.5,MATH.2.E,Preschool (PS 36-48) Learning Outcome,,,,,,,1,3,,,2025-01-31T02:48:40+00:00
a3719067-987a-4516-b274-4448189194d2,https://satchelcommons.com/ims/case/v1p0/CFItems/a3719067-987a-4516-b274-4448189194d2,Developmental Progression,4.1.2.5.1,MATH.2.E.1,"Develops an understanding of what whole numbers mean. Begins to recognize the number of small objects in groups without counting (referred to as ""subitizing"").",,,,PK,en,,1,0,,,2025-01-31T04:53:10+00:00
07e23335-61cf-4cbd-b18d-0c7162b6c9fd,https://satchelcommons.com/ims/case/v1p0/CFItems/07e23335-61cf-4cbd-b18d-0c7162b6c9fd,Developmental Progression,4.1.2.5.2,MATH.2.E.2,"Quickly recognizes the number of objects in a small set (referred to as ""subitizing"").",,,,PK,en,,1,0,,,2025-01-31T04:53:39+00:00
2b6b8ae9-dfe7-4958-a424-0e8321f3d74b,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/2b6b8ae9-dfe7-4958-a424-0e8321f3d74b,Developmental Progression,4.1.2.5.3,MATH.2.E.3,Child can visually identify and name numbers 1-5 without counting.,,,,,,,1,0,,,2025-01-31T04:53:58+00:00
e55f599a-30fd-4eb6-b074-9a02d957fc58,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.2.6,MATH.2.F,PreK (PK 48-60) Learning Outcome,,,,,,,1,2,,,2025-01-31T04:54:05+00:00
763f5b8e-fcad-493f-ba58-39ec019e9fd2,https://satchelcommons.com/ims/case/v1p0/CFItems/763f5b8e-fcad-493f-ba58-39ec019e9fd2,Developmental Progression,4.1.2.6.1,MATH.2.F.1,"Instantly recognizes, without counting, small quantities of up to 5 objects and says or signs the number.",,,,PK,en,,1,0,,,2025-01-31T04:54:14+00:00
1789825c-e40c-4db5-b145-55111ac882a9,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/1789825c-e40c-4db5-b145-55111ac882a9,Developmental Progression,4.1.2.6.2,MATH.2.F.2,Separates items up to 10 into equal groups,,,,PK,,,1,0,,,2025-01-31T04:54:18+00:00
52dcd59e-8561-4072-9821-f2008df71db4,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/52dcd59e-8561-4072-9821-f2008df71db4,Standard,4.1.3,MATH.3,Demonstrates awareness between numbers and quantities.,,,,,,,1,6,,,2025-02-04T16:57:23+00:00
b66c9c19-f612-431e-afe3-10b0bcb33e70,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.3.1,MATH.3.A,Infants (INF 0-8) Learning Outcome,,,,,,,1,1,,,2025-01-31T05:09:18+00:00
b74d72c5-5218-49ff-a8c1-83ce625cd200,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.3.1.1,MATH.3.A.1,"Reacts to repetitive sounds or movements, such as clapping.",,,,,,,1,0,,,2025-01-31T05:09:25+00:00
5b9b2d6e-8c56-4358-ae9e-c06196c4c372,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.3.2,MATH.3.B,Infants (INF 8-18) Learning Outcome,,,,,,,1,1,,,2025-01-31T05:09:30+00:00
0631cbab-42a5-4e65-b503-ee14166de9fa,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.3.2.1,MATH.3.B.1,"Imitates simple patterns in actions, such as banging two objects together.",,,,,,,1,0,,,2025-01-31T05:09:35+00:00
359aa809-acec-412d-a66e-cb57d0996792,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.3.3,MATH.3.C,Toddler (TOD 18-24) Learning Outcome,,,,,,,1,1,,,2025-01-31T05:09:39+00:00
73e90588-7b3e-4957-a981-122ba8ab35a8,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.3.3.1,MATH.3.C.1,Matches similar objects or colors to form simple sequences.,,,,,,,1,0,,,2025-01-31T05:09:43+00:00
667b1d76-0d12-43e3-b112-b88d21ded47f,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.3.4,MATH.3.D,Toddler (TOD 24-36) Learning Outcome,,,,,,,1,1,,,2025-01-31T05:09:49+00:00
fb3190f7-35e7-4b82-a8c6-0d21289838b7,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.3.4.1,MATH.3.D.1,"Recognizes AB patterns (e.g., red-blue-red-blue).",,,,,,,1,0,,,2025-01-31T05:09:56+00:00
fc78d08c-7aeb-484e-b426-01f82a515523,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.3.5,MATH.3.E,Preschool (PS 36-48) Learning Outcome,,,,,,,1,3,,,2025-01-31T05:10:05+00:00
8be155ff-d974-4b6e-9b7e-1dbff10bab29,https://satchelcommons.com/ims/case/v1p0/CFItems/8be155ff-d974-4b6e-9b7e-1dbff10bab29,Developmental Progression,4.1.3.5.1,MATH.3.E.1,Begins to coordinate verbal counting with objects by pointing to or moving objects for small groups of objects laid in a line (referred to as one-to-one correspondence).,,,,PK,en,,1,0,,,2025-01-31T05:10:11+00:00
fa159f49-41c0-45dc-ba66-a0c82f77008c,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/fa159f49-41c0-45dc-ba66-a0c82f77008c,Developmental Progression,4.1.3.5.2,MATH.3.E.2,Child can match numbers with corresponding quantities,,,,,,,1,0,,,2025-01-31T05:10:20+00:00
f91a5df1-93f7-4dd5-a04f-69d4a956a654,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/f91a5df1-93f7-4dd5-a04f-69d4a956a654,Developmental Progression,4.1.3.5.3,MATH.3.E.3,"Begins to understand that the last number represents how many objects are in a group (referred to as ""cardinality"").",,,,PK,en,,1,0,,,2025-01-31T05:10:28+00:00
3d1c5fc4-d2f4-448e-966d-dbe18fb7cca7,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.3.6,MATH.3.F,PreK (PK 48-60) Learning Outcome,,,,,,,1,4,,,2025-01-31T05:10:35+00:00
44b0f50a-6aff-4d43-8dcf-9ece5b18c0a3,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/44b0f50a-6aff-4d43-8dcf-9ece5b18c0a3,Developmental Progression,4.1.3.6.1,MATH.3.F.1,Count up to 5 items in a scattered configuration; not in a row or column.,,,,PK,,,1,0,,,2025-01-31T05:10:43+00:00
8cb92f5c-ab81-41a6-b4e0-76e05c423b68,https://satchelcommons.com/ims/case/v1p0/CFItems/8cb92f5c-ab81-41a6-b4e0-76e05c423b68,Developmental Progression,4.1.3.6.2,MATH.3.F.2,"When counting objects, says or signs the number names in order, pairing one number word that corresponds with one object, up to at least 10.",,,,PK,en,,1,0,,,2025-01-31T05:10:52+00:00
90a67043-105f-44ee-83fa-87af8a704604,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/90a67043-105f-44ee-83fa-87af8a704604,Developmental Progression,4.1.3.6.3,MATH.3.F.3,Child begins to understand that numbers 0-10 can be composed and decomposed in various ways to represent a quantity.,,,,PK,,,1,0,,,2025-01-31T05:10:58+00:00
6efeb5bd-2503-40ef-8513-aef1408f6ebe,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/6efeb5bd-2503-40ef-8513-aef1408f6ebe,Developmental Progression,4.1.3.6.4,MATH.3.F.4,Understands that the last number said represents the number of objects in a set.,,,,PK,en,,1,0,,,2025-01-31T05:11:03+00:00
cb913bee-5248-46be-b4a7-2f8aa8ac1960,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/cb913bee-5248-46be-b4a7-2f8aa8ac1960,Standard,4.1.4,MATH.4,Child compares numbers,,,,,,,1,6,,,2024-12-20T17:23:12+00:00
17094a97-17f9-4896-8c1c-7e4722e34640,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.4.1,MATH.4.A,Infants (INF 0-8) Learning Outcome,,,,,,,1,1,,,2025-01-31T05:11:22+00:00
4bc59d16-961b-4ab1-8d11-0e21fab5986d,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.4.1.1,MATH.4.A.1,"Explores objects by mouthing, grasping, or banging, noticing different weights or textures.",,,,,,,1,0,,,2025-01-31T05:11:27+00:00
ce6a7660-6057-4c90-8df6-fc96f77187fa,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.4.2,MATH.4.B,Infants (INF 8-18) Learning Outcome,,,,,,,1,1,,,2025-01-31T05:11:31+00:00
285b5f67-add2-47e9-9bca-d9c06b1b929c,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.4.2.1,MATH.4.B.1,Compares sizes by choosing larger or smaller objects.,,,,,,,1,0,,,2025-01-31T05:11:41+00:00
ddf2f602-c7b6-439c-b729-4745f9c23ca4,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.4.3,MATH.4.C,Toddler (TOD 18-24) Learning Outcome,,,,,,,1,1,,,2025-01-31T05:11:45+00:00
3722f5cb-b09f-4b48-8a26-e3a64961964a,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.4.3.1,MATH.4.C.1,Sorts objects by size or weight with guidance.,,,,,,,1,0,,,2025-01-31T05:11:49+00:00
196663ec-c39d-48aa-b113-23bffb5b34eb,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.4.4,MATH.4.D,Toddler (TOD 24-36) Learning Outcome,,,,,,,1,1,,,2025-01-31T05:11:54+00:00
ac1c412f-6d66-4617-9f6f-85c8cdae76b8,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,4.1.4.4.1,MATH.4.D.1,"Identifies objects as “big” or “small,” “heavy” or “light.”",,,,,,,1,0,,,2025-01-31T05:11:58+00:00
f7f28c2f-98cd-4a08-828e-3c460a8372cb,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.4.5,MATH.4.E,Preschool (PS 36-48) Learning Outcome,,,,,,,1,2,,,2025-01-31T05:12:03+00:00
6a3e4083-6c0d-4cf5-9f8b-dda652ac5b7a,https://satchelcommons.com/ims/case/v1p0/CFItems/6a3e4083-6c0d-4cf5-9f8b-dda652ac5b7a,Developmental Progression,4.1.4.5.1,MATH.4.E.1,"Begins to accurately count and compare objects that are about the same size and are in small groups with adult assistance, such as counts a pile of 2 blocks and a pile of 4, and determines whether the piles have the same or different numbers of blocks. Identifies the first and second objects in a sequence.",,,,PK,en,,1,0,,,2025-01-31T05:12:08+00:00
01132c21-14de-49fa-8b54-d8dd7cdd0399,https://satchelcommons.com/ims/case/v1p0/CFItems/01132c21-14de-49fa-8b54-d8dd7cdd0399,Developmental Progression,4.1.4.5.2,MATH.4.E.2,"Counts to determine and compare number amounts even when the larger group's objects are smaller in size, such as buttons, compared with the smaller group's objects that are larger in size, such as markers. Uses numbers related to order or position.",,,,PK,en,,1,0,,,2025-01-31T05:12:13+00:00
0a096f08-a7cc-4397-aa5c-d8caf87594a1,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,4.1.4.6,MATH.4.F,PreK (PK 48-60) Learning Outcome,,,,,,,1,3,,,2025-01-31T05:12:32+00:00
7e6e1571-f5ec-4787-b3dc-71ec69313fde,https://satchelcommons.com/ims/case/v1p0/CFItems/7e6e1571-f5ec-4787-b3dc-71ec69313fde,Developmental Progression,4.1.4.6.1,MATH.4.F.1,"Identifies whether the number of objects in one group is more than, less than, or the same as objects in another group for up to at least five objects.",,,,PK,en,,1,0,,,2025-01-31T05:12:40+00:00
e7909531-d4a1-4e4d-93a5-add613283c92,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/e7909531-d4a1-4e4d-93a5-add613283c92,Developmental Progression,4.1.4.6.2,MATH.4.F.2,Identifies and uses numbers related to order or position from first to tenth.,,,,PK,en,,1,0,,,2025-01-31T05:12:46+00:00
2a663ec7-811e-4b4e-9ca3-47670bd45c2c,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/2a663ec7-811e-4b4e-9ca3-47670bd45c2c,Developmental Progression,4.1.4.6.3,MATH.4.F.3,Compare two sets of 1-5 objects using comparative language such as same more or fewer.,,,,,,,1,0,,,2025-01-31T05:12:52+00:00
